best_epoch,best_loss,final_epoch,patience,module,module__num_units,module__activation,optimizer,lr
498,0.0007031929790267,500,100,SimpleNeuralNet,15,ReLU,Adam,0.0001
494,0.0006780362464605,500,100,SimpleNeuralNet,15,ReLU,Adam,0.0001
493,5.929547805362234e-05,500,100,SimpleNeuralNet,15,ReLU,Adam,0.0001
500,0.0018211379318499,500,100,SimpleNeuralNet,15,ReLU,SGD,0.0001
500,0.0023096429068698,500,100,SimpleNeuralNet,15,ReLU,SGD,0.0001
500,0.0009563407658233,500,100,SimpleNeuralNet,15,ReLU,SGD,0.0001
500,0.0007081731035173,500,100,SimpleNeuralNet,20,ReLU,Adam,0.0001
497,0.0006773455821864,500,100,SimpleNeuralNet,20,ReLU,Adam,0.0001
499,6.134765467244887e-05,500,100,SimpleNeuralNet,20,ReLU,Adam,0.0001
500,0.0024586820065288,500,100,SimpleNeuralNet,20,ReLU,SGD,0.0001
500,0.0019825548926144,500,100,SimpleNeuralNet,20,ReLU,SGD,0.0001
500,0.0006608767884261,500,100,SimpleNeuralNet,20,ReLU,SGD,0.0001
500,0.0007175735434588,500,100,SimpleNeuralNet,25,ReLU,Adam,0.0001
465,0.0006787714500997,500,100,SimpleNeuralNet,25,ReLU,Adam,0.0001
487,6.367174911333241e-05,500,100,SimpleNeuralNet,25,ReLU,Adam,0.0001
500,0.0014935783052287,500,100,SimpleNeuralNet,25,ReLU,SGD,0.0001
500,0.0020768308187918,500,100,SimpleNeuralNet,25,ReLU,SGD,0.0001
500,0.001280454761807,500,100,SimpleNeuralNet,25,ReLU,SGD,0.0001
493,0.0006934064337885,500,100,SimpleNeuralNet,30,ReLU,Adam,0.0001
492,0.0006783262311129,500,100,SimpleNeuralNet,30,ReLU,Adam,0.0001
498,6.042017191194121e-05,500,100,SimpleNeuralNet,30,ReLU,Adam,0.0001
500,0.0019598045748666,500,100,SimpleNeuralNet,30,ReLU,SGD,0.0001
500,0.0020575614552798,500,100,SimpleNeuralNet,30,ReLU,SGD,0.0001
500,0.0009852865567571,500,100,SimpleNeuralNet,30,ReLU,SGD,0.0001
500,0.0007877484667067,500,100,SimpleNeuralNet,10,Tanh,Adam,0.0001
500,0.0007758473384735,500,100,SimpleNeuralNet,10,Tanh,Adam,0.0001
470,6.812654530129307e-05,500,100,SimpleNeuralNet,10,Tanh,Adam,0.0001
500,0.0014217756643154,500,100,SimpleNeuralNet,10,Tanh,SGD,0.0001
500,0.0013670394996279,500,100,SimpleNeuralNet,10,Tanh,SGD,0.0001
500,0.0009889591854297,500,100,SimpleNeuralNet,10,Tanh,SGD,0.0001
497,0.0007615841589329,500,100,SimpleNeuralNet,15,Tanh,Adam,0.0001
500,0.0007341060553559,500,100,SimpleNeuralNet,15,Tanh,Adam,0.0001
450,6.742461170259981e-05,500,100,SimpleNeuralNet,15,Tanh,Adam,0.0001
500,0.0017959632748823,500,100,SimpleNeuralNet,15,Tanh,SGD,0.0001
500,0.0017520617879735,500,100,SimpleNeuralNet,15,Tanh,SGD,0.0001
500,0.000697935475627,500,100,SimpleNeuralNet,15,Tanh,SGD,0.0001
496,0.0007525808517404,500,100,SimpleNeuralNet,20,Tanh,Adam,0.0001
496,0.0007331539144724,500,100,SimpleNeuralNet,20,Tanh,Adam,0.0001
487,6.735177981061215e-05,500,100,SimpleNeuralNet,20,Tanh,Adam,0.0001
500,0.0017388937098655,500,100,SimpleNeuralNet,20,Tanh,SGD,0.0001
500,0.0017496717835095,500,100,SimpleNeuralNet,20,Tanh,SGD,0.0001
500,0.0005464446004328,500,100,SimpleNeuralNet,20,Tanh,SGD,0.0001
497,0.000746844602812,500,100,SimpleNeuralNet,25,Tanh,Adam,0.0001
500,0.0007293590209052,500,100,SimpleNeuralNet,25,Tanh,Adam,0.0001
493,6.631914903487102e-05,500,100,SimpleNeuralNet,25,Tanh,Adam,0.0001
500,0.0016362640518566,500,100,SimpleNeuralNet,25,Tanh,SGD,0.0001
500,0.0015147437419594,500,100,SimpleNeuralNet,25,Tanh,SGD,0.0001
500,0.0005468389296285,500,100,SimpleNeuralNet,25,Tanh,SGD,0.0001
497,0.0007459490985833,500,100,SimpleNeuralNet,30,Tanh,Adam,0.0001
495,0.0007335576303888,500,100,SimpleNeuralNet,30,Tanh,Adam,0.0001
481,6.639312056478563e-05,500,100,SimpleNeuralNet,30,Tanh,Adam,0.0001
500,0.0015074963238174,500,100,SimpleNeuralNet,30,Tanh,SGD,0.0001
500,0.0016962109852899,500,100,SimpleNeuralNet,30,Tanh,SGD,0.0001
500,0.000557186087791,500,100,SimpleNeuralNet,30,Tanh,SGD,0.0001
500,0.0008045778890409,500,100,SimpleNeuralNet,10,Sigmoid,Adam,0.0001
488,0.000789226094089,500,100,SimpleNeuralNet,10,Sigmoid,Adam,0.0001
495,6.816503458400445e-05,500,100,SimpleNeuralNet,10,Sigmoid,Adam,0.0001
500,0.0026566261813598,500,100,SimpleNeuralNet,10,Sigmoid,SGD,0.0001
500,0.0020989533528211,500,100,SimpleNeuralNet,10,Sigmoid,SGD,0.0001
500,0.0003944990450768,500,100,SimpleNeuralNet,10,Sigmoid,SGD,0.0001
496,0.0007837083676859,500,100,SimpleNeuralNet,15,Sigmoid,Adam,0.0001
491,0.0007797055227228,500,100,SimpleNeuralNet,15,Sigmoid,Adam,0.0001
493,6.828072597631891e-05,500,100,SimpleNeuralNet,15,Sigmoid,Adam,0.0001
500,0.0026549575519247,500,100,SimpleNeuralNet,15,Sigmoid,SGD,0.0001
500,0.002102570897165,500,100,SimpleNeuralNet,15,Sigmoid,SGD,0.0001
500,0.0004931840976436,500,100,SimpleNeuralNet,15,Sigmoid,SGD,0.0001
499,0.0007919664617045,500,100,SimpleNeuralNet,20,Sigmoid,Adam,0.0001
500,0.0007626720278523,500,100,SimpleNeuralNet,20,Sigmoid,Adam,0.0001
498,6.792821115231962e-05,500,100,SimpleNeuralNet,20,Sigmoid,Adam,0.0001
500,0.0019590435951011,500,100,SimpleNeuralNet,20,Sigmoid,SGD,0.0001
500,0.0019555757583974,500,100,SimpleNeuralNet,20,Sigmoid,SGD,0.0001
500,0.0005608543783477,500,100,SimpleNeuralNet,20,Sigmoid,SGD,0.0001
497,0.0007861032290982,500,100,SimpleNeuralNet,25,Sigmoid,Adam,0.0001
486,0.0007602481788426,500,100,SimpleNeuralNet,25,Sigmoid,Adam,0.0001
456,6.810791814156911e-05,500,100,SimpleNeuralNet,25,Sigmoid,Adam,0.0001
500,0.001606586576798,500,100,SimpleNeuralNet,25,Sigmoid,SGD,0.0001
500,0.0021612658290153,500,100,SimpleNeuralNet,25,Sigmoid,SGD,0.0001
500,0.0007420751987815,500,100,SimpleNeuralNet,25,Sigmoid,SGD,0.0001
500,0.0007757934602741,500,100,SimpleNeuralNet,30,Sigmoid,Adam,0.0001
492,0.00076095824249,500,100,SimpleNeuralNet,30,Sigmoid,Adam,0.0001
487,6.779204829852548e-05,500,100,SimpleNeuralNet,30,Sigmoid,Adam,0.0001
500,0.0015945653262881,500,100,SimpleNeuralNet,30,Sigmoid,SGD,0.0001
500,0.0013754429066795,500,100,SimpleNeuralNet,30,Sigmoid,SGD,0.0001
500,0.0002688338788505,500,100,SimpleNeuralNet,30,Sigmoid,SGD,0.0001
481,0.00048261605803,500,100,SimpleNeuralNet,10,Sigmoid,Adam,0.01
4,0.0008612792337813,104,100,SimpleNeuralNet,10,ReLU,Adam,0.1
5,0.0008966882074335,105,100,SimpleNeuralNet,10,ReLU,Adam,0.1
9,7.652538321826351e-05,109,100,SimpleNeuralNet,10,ReLU,Adam,0.1
500,0.0007532836535217,500,100,SimpleNeuralNet,10,ReLU,SGD,0.1
465,0.0007519558758264,500,100,SimpleNeuralNet,10,ReLU,SGD,0.1
499,7.853405509930624e-05,500,100,SimpleNeuralNet,10,ReLU,SGD,0.1
4,0.0009977739233731,104,100,SimpleNeuralNet,15,ReLU,Adam,0.1
2,0.0008876949084365,102,100,SimpleNeuralNet,15,ReLU,Adam,0.1
10,7.562299533155629e-05,110,100,SimpleNeuralNet,15,ReLU,Adam,0.1
500,0.0007739984033664,500,100,SimpleNeuralNet,15,ReLU,SGD,0.1
489,0.0007473771253397,500,100,SimpleNeuralNet,15,ReLU,SGD,0.1
497,7.354116153643938e-05,500,100,SimpleNeuralNet,15,ReLU,SGD,0.1
3,0.0009717562341649,103,100,SimpleNeuralNet,20,ReLU,Adam,0.1
3,0.0008207307202982,103,100,SimpleNeuralNet,20,ReLU,Adam,0.1
8,7.117213139366555e-05,108,100,SimpleNeuralNet,20,ReLU,Adam,0.1
498,0.0007463270742165,500,100,SimpleNeuralNet,20,ReLU,SGD,0.1
493,0.0007405773216496,500,100,SimpleNeuralNet,20,ReLU,SGD,0.1
499,7.232241215488906e-05,500,100,SimpleNeuralNet,20,ReLU,SGD,0.1
5,0.0008460014459184,105,100,SimpleNeuralNet,25,ReLU,Adam,0.1
5,0.0008576925140501,105,100,SimpleNeuralNet,25,ReLU,Adam,0.1
3,7.538331778387103e-05,103,100,SimpleNeuralNet,25,ReLU,Adam,0.1
462,0.0007592173357989,500,100,SimpleNeuralNet,25,ReLU,SGD,0.1
495,0.0007244169510005,500,100,SimpleNeuralNet,25,ReLU,SGD,0.1
495,6.624071289630483e-05,500,100,SimpleNeuralNet,25,ReLU,SGD,0.1
7,0.0010171081997296,107,100,SimpleNeuralNet,30,ReLU,Adam,0.1
2,0.0008215834935937,102,100,SimpleNeuralNet,30,ReLU,Adam,0.1
8,7.238676509278155e-05,108,100,SimpleNeuralNet,30,ReLU,Adam,0.1
498,0.0007449267905573,500,100,SimpleNeuralNet,30,ReLU,SGD,0.1
497,0.0007426804752713,500,100,SimpleNeuralNet,30,ReLU,SGD,0.1
495,7.20433461597547e-05,500,100,SimpleNeuralNet,30,ReLU,SGD,0.1
3,0.0009884230135287,103,100,SimpleNeuralNet,10,Tanh,Adam,0.1
5,0.000912978917774,105,100,SimpleNeuralNet,10,Tanh,Adam,0.1
12,0.0001002412212946,112,100,SimpleNeuralNet,10,Tanh,Adam,0.1
481,0.0008054849843637,500,100,SimpleNeuralNet,10,Tanh,SGD,0.1
499,0.0008143041182225,500,100,SimpleNeuralNet,10,Tanh,SGD,0.1
498,8.003640896966582e-05,500,100,SimpleNeuralNet,10,Tanh,SGD,0.1
7,0.0009154679456835,107,100,SimpleNeuralNet,15,Tanh,Adam,0.1
6,0.0008447500026893,106,100,SimpleNeuralNet,15,Tanh,Adam,0.1
15,9.56301877831708e-05,115,100,SimpleNeuralNet,15,Tanh,Adam,0.1
500,0.0008007461933571,500,100,SimpleNeuralNet,15,Tanh,SGD,0.1
482,0.0007903618458431,500,100,SimpleNeuralNet,15,Tanh,SGD,0.1
496,7.775909164984425e-05,500,100,SimpleNeuralNet,15,Tanh,SGD,0.1
4,0.0008933517407003,104,100,SimpleNeuralNet,20,Tanh,Adam,0.1
7,0.0009466437332354,107,100,SimpleNeuralNet,20,Tanh,Adam,0.1
10,0.0001032693151547,110,100,SimpleNeuralNet,20,Tanh,Adam,0.1
489,0.0008006503134651,500,100,SimpleNeuralNet,20,Tanh,SGD,0.1
500,0.0007724760195759,500,100,SimpleNeuralNet,20,Tanh,SGD,0.1
500,7.357557216560907e-05,500,100,SimpleNeuralNet,20,Tanh,SGD,0.1
7,0.0009123570665759,107,100,SimpleNeuralNet,25,Tanh,Adam,0.1
9,0.0008996567698271,109,100,SimpleNeuralNet,25,Tanh,Adam,0.1
16,9.835327392153624e-05,116,100,SimpleNeuralNet,25,Tanh,Adam,0.1
500,0.0007960920794873,500,100,SimpleNeuralNet,25,Tanh,SGD,0.1
485,0.0007838828783453,500,100,SimpleNeuralNet,25,Tanh,SGD,0.1
495,7.313475266128457e-05,500,100,SimpleNeuralNet,25,Tanh,SGD,0.1
11,0.0008467155978705,111,100,SimpleNeuralNet,30,Tanh,Adam,0.1
6,0.0008919232322149,106,100,SimpleNeuralNet,30,Tanh,Adam,0.1
18,9.619918146590572e-05,118,100,SimpleNeuralNet,30,Tanh,Adam,0.1
491,0.0007952704224748,500,100,SimpleNeuralNet,30,Tanh,SGD,0.1
486,0.000773586347491,500,100,SimpleNeuralNet,30,Tanh,SGD,0.1
481,7.46199929944011e-05,500,100,SimpleNeuralNet,30,Tanh,SGD,0.1
333,0.0008020895329429,433,100,SimpleNeuralNet,10,Sigmoid,Adam,0.1
163,0.0008315301818518,263,100,SimpleNeuralNet,10,Sigmoid,Adam,0.1
141,8.105338269651005e-05,241,100,SimpleNeuralNet,10,Sigmoid,Adam,0.1
499,0.0008568550563438,500,100,SimpleNeuralNet,10,Sigmoid,SGD,0.1
500,0.0010002724394986,500,100,SimpleNeuralNet,10,Sigmoid,SGD,0.1
500,8.246149725604932e-05,500,100,SimpleNeuralNet,10,Sigmoid,SGD,0.1
6,0.0008691717413392,106,100,SimpleNeuralNet,15,Sigmoid,Adam,0.1
59,0.0008503523562225,159,100,SimpleNeuralNet,15,Sigmoid,Adam,0.1
75,8.23257036278639e-05,175,100,SimpleNeuralNet,15,Sigmoid,Adam,0.1
497,0.0008297825909681,500,100,SimpleNeuralNet,15,Sigmoid,SGD,0.1
482,0.000805921774733,500,100,SimpleNeuralNet,15,Sigmoid,SGD,0.1
494,8.181349501867362e-05,500,100,SimpleNeuralNet,15,Sigmoid,SGD,0.1
84,0.0008030272079768,184,100,SimpleNeuralNet,20,Sigmoid,Adam,0.1
42,0.0008299432585905,142,100,SimpleNeuralNet,20,Sigmoid,Adam,0.1
37,8.065618926290947e-05,137,100,SimpleNeuralNet,20,Sigmoid,Adam,0.1
499,0.0008295129085924,500,100,SimpleNeuralNet,20,Sigmoid,SGD,0.1
487,0.0008020350544462,500,100,SimpleNeuralNet,20,Sigmoid,SGD,0.1
498,7.963644071600187e-05,500,100,SimpleNeuralNet,20,Sigmoid,SGD,0.1
124,0.000798479569287,224,100,SimpleNeuralNet,25,Sigmoid,Adam,0.1
68,0.0008481840323536,168,100,SimpleNeuralNet,25,Sigmoid,Adam,0.1
55,7.793216353138334e-05,155,100,SimpleNeuralNet,25,Sigmoid,Adam,0.1
494,0.0008459945940177,500,100,SimpleNeuralNet,25,Sigmoid,SGD,0.1
498,0.0008092948602697,500,100,SimpleNeuralNet,25,Sigmoid,SGD,0.1
490,8.050209937068933e-05,500,100,SimpleNeuralNet,25,Sigmoid,SGD,0.1
3,0.0008500604422912,103,100,SimpleNeuralNet,30,Sigmoid,Adam,0.1
54,0.000828569367315,154,100,SimpleNeuralNet,30,Sigmoid,Adam,0.1
4,7.923581442710007e-05,104,100,SimpleNeuralNet,30,Sigmoid,Adam,0.1
478,0.00083874792154,500,100,SimpleNeuralNet,30,Sigmoid,SGD,0.1
498,0.0008282169373854,500,100,SimpleNeuralNet,30,Sigmoid,SGD,0.1
479,7.782022680666058e-05,500,100,SimpleNeuralNet,30,Sigmoid,SGD,0.1
19,0.0007569047242886,119,100,SimpleNeuralNet,10,ReLU,Adam,0.01
123,0.0007378132959676,223,100,SimpleNeuralNet,10,ReLU,Adam,0.01
366,6.56860859176324e-05,466,100,SimpleNeuralNet,10,ReLU,Adam,0.01
500,0.0007818491335364,500,100,SimpleNeuralNet,10,ReLU,SGD,0.01
500,0.0008976560667816,500,100,SimpleNeuralNet,10,ReLU,SGD,0.01
498,8.466667033708003e-05,500,100,SimpleNeuralNet,10,ReLU,SGD,0.01
104,0.0007375803707927,204,100,SimpleNeuralNet,15,ReLU,Adam,0.01
217,0.0007306604930612,317,100,SimpleNeuralNet,15,ReLU,Adam,0.01
146,6.618750360984932e-05,246,100,SimpleNeuralNet,15,ReLU,Adam,0.01
500,0.0008246650356461,500,100,SimpleNeuralNet,15,ReLU,SGD,0.01
500,0.0008724033054703,500,100,SimpleNeuralNet,15,ReLU,SGD,0.01
496,8.457973569497116e-05,500,100,SimpleNeuralNet,15,ReLU,SGD,0.01
119,0.0007560371693617,219,100,SimpleNeuralNet,20,ReLU,Adam,0.01
72,0.0007372378849982,172,100,SimpleNeuralNet,20,ReLU,Adam,0.01
376,6.60461156266775e-05,476,100,SimpleNeuralNet,20,ReLU,Adam,0.01
500,0.0008279803737096,500,100,SimpleNeuralNet,20,ReLU,SGD,0.01
500,0.0008096445418717,500,100,SimpleNeuralNet,20,ReLU,SGD,0.01
497,7.538907724838425e-05,500,100,SimpleNeuralNet,20,ReLU,SGD,0.01
226,0.0007575200700076,326,100,SimpleNeuralNet,25,ReLU,Adam,0.01
101,0.0007372222830051,201,100,SimpleNeuralNet,25,ReLU,Adam,0.01
294,6.615085044362612e-05,394,100,SimpleNeuralNet,25,ReLU,Adam,0.01
500,0.0008178287118014,500,100,SimpleNeuralNet,25,ReLU,SGD,0.01
500,0.0008230798542548,500,100,SimpleNeuralNet,25,ReLU,SGD,0.01
500,7.705582542758533e-05,500,100,SimpleNeuralNet,25,ReLU,SGD,0.01
123,0.0007592586773765,223,100,SimpleNeuralNet,30,ReLU,Adam,0.01
21,0.0007318571761418,121,100,SimpleNeuralNet,30,ReLU,Adam,0.01
173,6.610727981711087e-05,273,100,SimpleNeuralNet,30,ReLU,Adam,0.01
500,0.0008486546548306,500,100,SimpleNeuralNet,30,ReLU,SGD,0.01
500,0.0008541022160267,500,100,SimpleNeuralNet,30,ReLU,SGD,0.01
500,7.682494722390972e-05,500,100,SimpleNeuralNet,30,ReLU,SGD,0.01
126,0.0007643158133139,226,100,SimpleNeuralNet,10,Tanh,Adam,0.01
240,0.0007170235892751,340,100,SimpleNeuralNet,10,Tanh,Adam,0.01
478,6.573595467019005e-05,500,100,SimpleNeuralNet,10,Tanh,Adam,0.01
499,0.0008625081800849,500,100,SimpleNeuralNet,10,Tanh,SGD,0.01
500,0.0009005078627153,500,100,SimpleNeuralNet,10,Tanh,SGD,0.01
496,8.266728628448227e-05,500,100,SimpleNeuralNet,10,Tanh,SGD,0.01
158,0.0007175004045136,258,100,SimpleNeuralNet,15,Tanh,Adam,0.01
354,0.0007170796500759,454,100,SimpleNeuralNet,15,Tanh,Adam,0.01
396,6.557199761086947e-05,496,100,SimpleNeuralNet,15,Tanh,Adam,0.01
500,0.0009494100376305,500,100,SimpleNeuralNet,15,Tanh,SGD,0.01
500,0.0009405322059149,500,100,SimpleNeuralNet,15,Tanh,SGD,0.01
498,8.139315223439791e-05,500,100,SimpleNeuralNet,15,Tanh,SGD,0.01
453,0.0007315349513139,500,100,SimpleNeuralNet,20,Tanh,Adam,0.01
496,0.0006625200116542,500,100,SimpleNeuralNet,20,Tanh,Adam,0.01
310,6.62368214141767e-05,410,100,SimpleNeuralNet,20,Tanh,Adam,0.01
500,0.0008633678609411,500,100,SimpleNeuralNet,20,Tanh,SGD,0.01
500,0.0008783215150086,500,100,SimpleNeuralNet,20,Tanh,SGD,0.01
496,7.736625418783416e-05,500,100,SimpleNeuralNet,20,Tanh,SGD,0.01
442,0.0007455493698764,500,100,SimpleNeuralNet,25,Tanh,Adam,0.01
487,0.000670138014755,500,100,SimpleNeuralNet,25,Tanh,Adam,0.01
405,6.532715090540111e-05,500,100,SimpleNeuralNet,25,Tanh,Adam,0.01
499,0.000874516866913,500,100,SimpleNeuralNet,25,Tanh,SGD,0.01
500,0.0008796603388956,500,100,SimpleNeuralNet,25,Tanh,SGD,0.01
500,7.887402670549252e-05,500,100,SimpleNeuralNet,25,Tanh,SGD,0.01
298,0.0007476380217283,398,100,SimpleNeuralNet,30,Tanh,Adam,0.01
487,0.0006901005208832,500,100,SimpleNeuralNet,30,Tanh,Adam,0.01
348,6.426625236600803e-05,448,100,SimpleNeuralNet,30,Tanh,Adam,0.01
498,0.0008588725728324,500,100,SimpleNeuralNet,30,Tanh,SGD,0.01
500,0.0008668685184004,500,100,SimpleNeuralNet,30,Tanh,SGD,0.01
498,7.74762280119807e-05,500,100,SimpleNeuralNet,30,Tanh,SGD,0.01
488,0.0006745170662121,500,100,SimpleNeuralNet,10,Sigmoid,Adam,0.01
494,0.0006485817635793,500,100,SimpleNeuralNet,10,Sigmoid,Adam,0.01
478,5.674238309697487e-05,500,100,SimpleNeuralNet,10,Sigmoid,Adam,0.01
499,0.0011582972787683,500,100,SimpleNeuralNet,10,Sigmoid,SGD,0.01
498,0.0011028454945437,500,100,SimpleNeuralNet,10,Sigmoid,SGD,0.01
499,9.281495950497e-05,500,100,SimpleNeuralNet,10,Sigmoid,SGD,0.01
496,0.0006610432929291,500,100,SimpleNeuralNet,15,Sigmoid,Adam,0.01
492,0.0006357041297903,500,100,SimpleNeuralNet,15,Sigmoid,Adam,0.01
479,5.680669424227162e-05,500,100,SimpleNeuralNet,15,Sigmoid,Adam,0.01
500,0.0011185172450818,500,100,SimpleNeuralNet,15,Sigmoid,SGD,0.01
500,0.0010739539263741,500,100,SimpleNeuralNet,15,Sigmoid,SGD,0.01
500,8.432437499276378e-05,500,100,SimpleNeuralNet,15,Sigmoid,SGD,0.01
496,0.0006440348629434,500,100,SimpleNeuralNet,20,Sigmoid,Adam,0.01
484,0.0006421295502296,500,100,SimpleNeuralNet,20,Sigmoid,Adam,0.01
451,5.651498877629293e-05,500,100,SimpleNeuralNet,20,Sigmoid,Adam,0.01
500,0.0011502665827541,500,100,SimpleNeuralNet,20,Sigmoid,SGD,0.01
499,0.0010870248350101,500,100,SimpleNeuralNet,20,Sigmoid,SGD,0.01
500,8.838280369672973e-05,500,100,SimpleNeuralNet,20,Sigmoid,SGD,0.01
470,0.000636462502038,500,100,SimpleNeuralNet,25,Sigmoid,Adam,0.01
499,0.0006441647072031,500,100,SimpleNeuralNet,25,Sigmoid,Adam,0.01
493,5.536564432815496e-05,500,100,SimpleNeuralNet,25,Sigmoid,Adam,0.01
500,0.0011055789752784,500,100,SimpleNeuralNet,25,Sigmoid,SGD,0.01
499,0.0010831843138532,500,100,SimpleNeuralNet,25,Sigmoid,SGD,0.01
500,9.117245247178084e-05,500,100,SimpleNeuralNet,25,Sigmoid,SGD,0.01
484,0.0006457862163015,500,100,SimpleNeuralNet,30,Sigmoid,Adam,0.01
475,0.0006512995774981,500,100,SimpleNeuralNet,30,Sigmoid,Adam,0.01
488,5.62681141809877e-05,500,100,SimpleNeuralNet,30,Sigmoid,Adam,0.01
500,0.0011239271495405,500,100,SimpleNeuralNet,30,Sigmoid,SGD,0.01
500,0.0011057381319157,500,100,SimpleNeuralNet,30,Sigmoid,SGD,0.01
500,8.584402031395634e-05,500,100,SimpleNeuralNet,30,Sigmoid,SGD,0.01
459,0.0006937982401189,500,100,SimpleNeuralNet,10,ReLU,Adam,0.001
311,0.0006487408256889,411,100,SimpleNeuralNet,10,ReLU,Adam,0.001
489,4.706576215458341e-05,500,100,SimpleNeuralNet,10,ReLU,Adam,0.001
500,0.0010466754975044,500,100,SimpleNeuralNet,10,ReLU,SGD,0.001
500,0.0010710947654611,500,100,SimpleNeuralNet,10,ReLU,SGD,0.001
500,0.0001610329261399,500,100,SimpleNeuralNet,10,ReLU,SGD,0.001
460,0.0006700361377494,500,100,SimpleNeuralNet,15,ReLU,Adam,0.001
491,0.0006331781538209,500,100,SimpleNeuralNet,15,ReLU,Adam,0.001
283,5.0193191296227054e-05,383,100,SimpleNeuralNet,15,ReLU,Adam,0.001
500,0.0010495262169593,500,100,SimpleNeuralNet,15,ReLU,SGD,0.001
500,0.0009978711740236,500,100,SimpleNeuralNet,15,ReLU,SGD,0.001
500,0.0001017412655603,500,100,SimpleNeuralNet,15,ReLU,SGD,0.001
487,0.0006850092215668,500,100,SimpleNeuralNet,20,ReLU,Adam,0.001
499,0.0006533461261497,500,100,SimpleNeuralNet,20,ReLU,Adam,0.001
492,4.453536255309806e-05,500,100,SimpleNeuralNet,20,ReLU,Adam,0.001
500,0.0011240735939118,500,100,SimpleNeuralNet,20,ReLU,SGD,0.001
500,0.0010474618270468,500,100,SimpleNeuralNet,20,ReLU,SGD,0.001
500,0.0001514566731402,500,100,SimpleNeuralNet,20,ReLU,SGD,0.001
500,0.0006322016778886,500,100,SimpleNeuralNet,25,ReLU,Adam,0.001
483,0.0006293584235542,500,100,SimpleNeuralNet,25,ReLU,Adam,0.001
316,5.630649919317334e-05,416,100,SimpleNeuralNet,25,ReLU,Adam,0.001
500,0.0010763091393607,500,100,SimpleNeuralNet,25,ReLU,SGD,0.001
500,0.0009944670968054,500,100,SimpleNeuralNet,25,ReLU,SGD,0.001
500,0.0001117819083537,500,100,SimpleNeuralNet,25,ReLU,SGD,0.001
477,0.0006367739637503,500,100,SimpleNeuralNet,30,ReLU,Adam,0.001
479,0.0006267581259139,500,100,SimpleNeuralNet,30,ReLU,Adam,0.001
205,5.2416207521414685e-05,305,100,SimpleNeuralNet,30,ReLU,Adam,0.001
500,0.0009529146646776,500,100,SimpleNeuralNet,30,ReLU,SGD,0.001
500,0.0010079757266613,500,100,SimpleNeuralNet,30,ReLU,SGD,0.001
500,0.000126438501349,500,100,SimpleNeuralNet,30,ReLU,SGD,0.001
477,0.0007315386916672,500,100,SimpleNeuralNet,10,Tanh,Adam,0.001
483,0.0006988441485598,500,100,SimpleNeuralNet,10,Tanh,Adam,0.001
477,6.44026670016473e-05,500,100,SimpleNeuralNet,10,Tanh,Adam,0.001
500,0.0012059323539511,500,100,SimpleNeuralNet,10,Tanh,SGD,0.001
500,0.0011182086595415,500,100,SimpleNeuralNet,10,Tanh,SGD,0.001
500,0.0001336273033603,500,100,SimpleNeuralNet,10,Tanh,SGD,0.001
483,0.0007228912324694,500,100,SimpleNeuralNet,15,Tanh,Adam,0.001
475,0.0006976883938003,500,100,SimpleNeuralNet,15,Tanh,Adam,0.001
479,6.41972996860769e-05,500,100,SimpleNeuralNet,15,Tanh,Adam,0.001
500,0.0011238696439651,500,100,SimpleNeuralNet,15,Tanh,SGD,0.001
500,0.0010760968854544,500,100,SimpleNeuralNet,15,Tanh,SGD,0.001
500,0.0001656122062723,500,100,SimpleNeuralNet,15,Tanh,SGD,0.001
488,0.000716616584533,500,100,SimpleNeuralNet,20,Tanh,Adam,0.001
489,0.00068783877401,500,100,SimpleNeuralNet,20,Tanh,Adam,0.001
477,6.418732002960083e-05,500,100,SimpleNeuralNet,20,Tanh,Adam,0.001
500,0.0010974750588065,500,100,SimpleNeuralNet,20,Tanh,SGD,0.001
500,0.0010835742561783,500,100,SimpleNeuralNet,20,Tanh,SGD,0.001
500,0.0001733771237146,500,100,SimpleNeuralNet,20,Tanh,SGD,0.001
448,0.0007157848525197,500,100,SimpleNeuralNet,25,Tanh,Adam,0.001
470,0.0006880027043376,500,100,SimpleNeuralNet,25,Tanh,Adam,0.001
472,6.382538215697281e-05,500,100,SimpleNeuralNet,25,Tanh,Adam,0.001
500,0.0011929452712279,500,100,SimpleNeuralNet,25,Tanh,SGD,0.001
500,0.0010658688094553,500,100,SimpleNeuralNet,25,Tanh,SGD,0.001
500,0.0001397970655978,500,100,SimpleNeuralNet,25,Tanh,SGD,0.001
481,0.000706010745802,500,100,SimpleNeuralNet,30,Tanh,Adam,0.001
497,0.0006917209420384,500,100,SimpleNeuralNet,30,Tanh,Adam,0.001
476,6.413434381343846e-05,500,100,SimpleNeuralNet,30,Tanh,Adam,0.001
500,0.0011330597684745,500,100,SimpleNeuralNet,30,Tanh,SGD,0.001
500,0.0011436437159121,500,100,SimpleNeuralNet,30,Tanh,SGD,0.001
500,0.0001147947998326,500,100,SimpleNeuralNet,30,Tanh,SGD,0.001
480,0.0007468160269056,500,100,SimpleNeuralNet,10,Sigmoid,Adam,0.001
498,0.0007134763141011,500,100,SimpleNeuralNet,10,Sigmoid,Adam,0.001
457,6.805117254246885e-05,500,100,SimpleNeuralNet,10,Sigmoid,Adam,0.001
500,0.0012312521813957,500,100,SimpleNeuralNet,10,Sigmoid,SGD,0.001
500,0.001115009225565,500,100,SimpleNeuralNet,10,Sigmoid,SGD,0.001
