best_epoch,best_loss,final_epoch,patience,module,module__num_units,module__activation,optimizer,lr
499,0.0007139704913621,500,100,SimpleNeuralNet,25,Tanh,Adam,0.001
500,0.0006845579318847,500,100,SimpleNeuralNet,25,Tanh,Adam,0.001
474,6.381731539503194e-05,500,100,SimpleNeuralNet,25,Tanh,Adam,0.001
500,0.0010414431227293,500,100,SimpleNeuralNet,25,Tanh,SGD,0.001
500,0.0011162007382538,500,100,SimpleNeuralNet,25,Tanh,SGD,0.001
500,0.000142064718257,500,100,SimpleNeuralNet,25,Tanh,SGD,0.001
491,0.0007039442198539,500,100,SimpleNeuralNet,25,Tanh,NAdam,0.001
480,0.000681617704464,500,100,SimpleNeuralNet,25,Tanh,NAdam,0.001
487,6.348616111227076e-05,500,100,SimpleNeuralNet,25,Tanh,NAdam,0.001
491,0.0007074409193508,500,100,SimpleNeuralNet,30,Tanh,Adam,0.001
492,0.0006806382970164,500,100,SimpleNeuralNet,30,Tanh,Adam,0.001
482,6.376955103744968e-05,500,100,SimpleNeuralNet,30,Tanh,Adam,0.001
500,0.0010659320095369,500,100,SimpleNeuralNet,30,Tanh,SGD,0.001
500,0.0011090639313242,500,100,SimpleNeuralNet,30,Tanh,SGD,0.001
500,0.0001836872738379,500,100,SimpleNeuralNet,30,Tanh,SGD,0.001
498,0.0007122776877404,500,100,SimpleNeuralNet,30,Tanh,NAdam,0.001
490,0.0006775308285484,500,100,SimpleNeuralNet,30,Tanh,NAdam,0.001
495,6.328118345018646e-05,500,100,SimpleNeuralNet,30,Tanh,NAdam,0.001
499,0.0007126293593007,500,100,SimpleNeuralNet,35,Tanh,Adam,0.001
451,0.000684584294035,500,100,SimpleNeuralNet,35,Tanh,Adam,0.001
492,6.436048139504363e-05,500,100,SimpleNeuralNet,35,Tanh,Adam,0.001
500,0.0010681631847305,500,100,SimpleNeuralNet,35,Tanh,SGD,0.001
500,0.0010970541886137,500,100,SimpleNeuralNet,35,Tanh,SGD,0.001
500,0.0001678655436118,500,100,SimpleNeuralNet,35,Tanh,SGD,0.001
492,0.0007099205834177,500,100,SimpleNeuralNet,35,Tanh,NAdam,0.001
487,0.0006844253402714,500,100,SimpleNeuralNet,35,Tanh,NAdam,0.001
477,6.255145645623885e-05,500,100,SimpleNeuralNet,35,Tanh,NAdam,0.001
489,0.0007064942428504,500,100,SimpleNeuralNet,40,Tanh,Adam,0.001
500,0.0006838743983012,500,100,SimpleNeuralNet,40,Tanh,Adam,0.001
500,6.345841624665868e-05,500,100,SimpleNeuralNet,40,Tanh,Adam,0.001
500,0.0011347621495073,500,100,SimpleNeuralNet,40,Tanh,SGD,0.001
500,0.0010413666530074,500,100,SimpleNeuralNet,40,Tanh,SGD,0.001
500,0.0001693574040763,500,100,SimpleNeuralNet,40,Tanh,SGD,0.001
471,0.0006998180208992,500,100,SimpleNeuralNet,40,Tanh,NAdam,0.001
479,0.0006827714402183,500,100,SimpleNeuralNet,40,Tanh,NAdam,0.001
493,6.310373144142454e-05,500,100,SimpleNeuralNet,40,Tanh,NAdam,0.001
491,0.0007259215953632,500,100,SimpleNeuralNet,10,Sigmoid,Adam,0.001
500,0.0007452508129971,500,100,SimpleNeuralNet,10,Sigmoid,Adam,0.001
485,6.715115632230842e-05,500,100,SimpleNeuralNet,10,Sigmoid,Adam,0.001
500,0.0012115592109948,500,100,SimpleNeuralNet,10,Sigmoid,SGD,0.001
500,0.0011372938602109,500,100,SimpleNeuralNet,10,Sigmoid,SGD,0.001
500,9.565679394513322e-05,500,100,SimpleNeuralNet,10,Sigmoid,SGD,0.001
494,0.0007363085881711,500,100,SimpleNeuralNet,10,Sigmoid,NAdam,0.001
492,0.00071628227796,500,100,SimpleNeuralNet,10,Sigmoid,NAdam,0.001
490,6.73857566531681e-05,500,100,SimpleNeuralNet,10,Sigmoid,NAdam,0.001
497,0.0007393621041255,500,100,SimpleNeuralNet,15,Sigmoid,Adam,0.001
490,0.0007077290611355,500,100,SimpleNeuralNet,15,Sigmoid,Adam,0.001
475,6.700246771388644e-05,500,100,SimpleNeuralNet,15,Sigmoid,Adam,0.001
500,0.0012105532361956,500,100,SimpleNeuralNet,15,Sigmoid,SGD,0.001
500,0.0011118847729965,500,100,SimpleNeuralNet,15,Sigmoid,SGD,0.001
500,9.49606198454132e-05,500,100,SimpleNeuralNet,15,Sigmoid,SGD,0.001
499,0.0007306544482757,500,100,SimpleNeuralNet,15,Sigmoid,NAdam,0.001
499,0.0007198189054351,500,100,SimpleNeuralNet,15,Sigmoid,NAdam,0.001
488,6.667521878661602e-05,500,100,SimpleNeuralNet,15,Sigmoid,NAdam,0.001
472,0.0007225954986838,500,100,SimpleNeuralNet,20,Sigmoid,Adam,0.001
486,0.0007023366814199,500,100,SimpleNeuralNet,20,Sigmoid,Adam,0.001
482,6.621832332537327e-05,500,100,SimpleNeuralNet,20,Sigmoid,Adam,0.001
499,0.0011983517201608,500,100,SimpleNeuralNet,20,Sigmoid,SGD,0.001
500,0.0011043184384955,500,100,SimpleNeuralNet,20,Sigmoid,SGD,0.001
500,9.595550887232004e-05,500,100,SimpleNeuralNet,20,Sigmoid,SGD,0.001
491,0.0007283759089036,500,100,SimpleNeuralNet,20,Sigmoid,NAdam,0.001
496,0.0006962982805828,500,100,SimpleNeuralNet,20,Sigmoid,NAdam,0.001
492,6.624204636067614e-05,500,100,SimpleNeuralNet,20,Sigmoid,NAdam,0.001
480,0.0007162398049307,500,100,SimpleNeuralNet,25,Sigmoid,Adam,0.001
484,0.0007027333666778,500,100,SimpleNeuralNet,25,Sigmoid,Adam,0.001
487,6.515196515169222e-05,500,100,SimpleNeuralNet,25,Sigmoid,Adam,0.001
500,0.001225015380541,500,100,SimpleNeuralNet,25,Sigmoid,SGD,0.001
500,0.001143516565098,500,100,SimpleNeuralNet,25,Sigmoid,SGD,0.001
500,9.52924049220619e-05,500,100,SimpleNeuralNet,25,Sigmoid,SGD,0.001
497,0.0007146008955524,500,100,SimpleNeuralNet,25,Sigmoid,NAdam,0.001
496,0.0007038738953565,500,100,SimpleNeuralNet,25,Sigmoid,NAdam,0.001
497,6.650671636333018e-05,500,100,SimpleNeuralNet,25,Sigmoid,NAdam,0.001
498,0.0007269241424279,500,100,SimpleNeuralNet,30,Sigmoid,Adam,0.001
477,0.0006992877018235,500,100,SimpleNeuralNet,30,Sigmoid,Adam,0.001
483,6.46857515709206e-05,500,100,SimpleNeuralNet,30,Sigmoid,Adam,0.001
500,0.0012180976637047,500,100,SimpleNeuralNet,30,Sigmoid,SGD,0.001
500,0.0011257859811546,500,100,SimpleNeuralNet,30,Sigmoid,SGD,0.001
499,0.0001017725178544,500,100,SimpleNeuralNet,30,Sigmoid,SGD,0.001
496,0.0007142351665349,500,100,SimpleNeuralNet,30,Sigmoid,NAdam,0.001
465,0.0006976683209148,500,100,SimpleNeuralNet,30,Sigmoid,NAdam,0.001
487,6.658513270051206e-05,500,100,SimpleNeuralNet,30,Sigmoid,NAdam,0.001
493,0.0007158709266285,500,100,SimpleNeuralNet,35,Sigmoid,Adam,0.001
482,0.0006984007408168,500,100,SimpleNeuralNet,35,Sigmoid,Adam,0.001
488,6.631322016580245e-05,500,100,SimpleNeuralNet,35,Sigmoid,Adam,0.001
500,0.0012081713633435,500,100,SimpleNeuralNet,35,Sigmoid,SGD,0.001
499,0.0011300280310402,500,100,SimpleNeuralNet,35,Sigmoid,SGD,0.001
500,9.428789061955482e-05,500,100,SimpleNeuralNet,35,Sigmoid,SGD,0.001
481,0.0007107773478901,500,100,SimpleNeuralNet,35,Sigmoid,NAdam,0.001
493,0.0006968567378866,500,100,SimpleNeuralNet,35,Sigmoid,NAdam,0.001
498,6.54404918031929e-05,500,100,SimpleNeuralNet,35,Sigmoid,NAdam,0.001
455,0.0007165926624734,500,100,SimpleNeuralNet,40,Sigmoid,Adam,0.001
491,0.0006943587812076,500,100,SimpleNeuralNet,40,Sigmoid,Adam,0.001
491,6.596766826551301e-05,500,100,SimpleNeuralNet,40,Sigmoid,Adam,0.001
499,0.0011593601679029,500,100,SimpleNeuralNet,40,Sigmoid,SGD,0.001
500,0.0011186169895289,500,100,SimpleNeuralNet,40,Sigmoid,SGD,0.001
500,9.785242431110124e-05,500,100,SimpleNeuralNet,40,Sigmoid,SGD,0.001
496,0.0007105254995943,500,100,SimpleNeuralNet,40,Sigmoid,NAdam,0.001
499,0.0006900105350426,500,100,SimpleNeuralNet,40,Sigmoid,NAdam,0.001
499,6.547665444269422e-05,500,100,SimpleNeuralNet,40,Sigmoid,NAdam,0.001
360,0.0012255407810945,460,100,SimpleNeuralNet,10,function,Adam,0.001
2,0.0011251280480876,102,100,SimpleNeuralNet,10,function,Adam,0.001
3,8.427743678577329e-05,103,100,SimpleNeuralNet,10,function,Adam,0.001
500,0.0012319154191178,500,100,SimpleNeuralNet,10,function,SGD,0.001
500,0.0011230887782554,500,100,SimpleNeuralNet,10,function,SGD,0.001
167,8.361229350412497e-05,267,100,SimpleNeuralNet,10,function,SGD,0.001
340,0.0012251135683357,440,100,SimpleNeuralNet,10,function,NAdam,0.001
3,0.0011257257843343,103,100,SimpleNeuralNet,10,function,NAdam,0.001
2,8.407829782397282e-05,102,100,SimpleNeuralNet,10,function,NAdam,0.001
431,0.0012257231535258,500,100,SimpleNeuralNet,15,function,Adam,0.001
211,0.0011245305681746,311,100,SimpleNeuralNet,15,function,Adam,0.001
3,8.423075725387623e-05,103,100,SimpleNeuralNet,15,function,Adam,0.001
500,0.0012254473206286,500,100,SimpleNeuralNet,15,function,SGD,0.001
257,0.0011222334489528,357,100,SimpleNeuralNet,15,function,SGD,0.001
163,8.361395764218178e-05,263,100,SimpleNeuralNet,15,function,SGD,0.001
287,0.0012255109648891,387,100,SimpleNeuralNet,15,function,NAdam,0.001
2,0.0011277477838716,102,100,SimpleNeuralNet,15,function,NAdam,0.001
2,8.443454414019388e-05,102,100,SimpleNeuralNet,15,function,NAdam,0.001
327,0.0012258328781966,427,100,SimpleNeuralNet,20,function,Adam,0.001
376,0.0011235568762217,476,100,SimpleNeuralNet,20,function,Adam,0.001
2,8.44069748815917e-05,102,100,SimpleNeuralNet,20,function,Adam,0.001
445,0.0012235660038359,500,100,SimpleNeuralNet,20,function,SGD,0.001
131,0.0011222496299494,231,100,SimpleNeuralNet,20,function,SGD,0.001
96,8.361404834465779e-05,196,100,SimpleNeuralNet,20,function,SGD,0.001
199,0.0012257780987018,299,100,SimpleNeuralNet,20,function,NAdam,0.001
212,0.0011239578127497,312,100,SimpleNeuralNet,20,function,NAdam,0.001
3,8.420416818416891e-05,103,100,SimpleNeuralNet,20,function,NAdam,0.001
203,0.0012256586272938,303,100,SimpleNeuralNet,25,function,Adam,0.001
368,0.0011239994601641,468,100,SimpleNeuralNet,25,function,Adam,0.001
2,8.398970748392167e-05,102,100,SimpleNeuralNet,25,function,Adam,0.001
435,0.0012235728887984,500,100,SimpleNeuralNet,25,function,SGD,0.001
134,0.0011222475929562,234,100,SimpleNeuralNet,25,function,SGD,0.001
209,8.360715003040943e-05,309,100,SimpleNeuralNet,25,function,SGD,0.001
266,0.0012253643871894,366,100,SimpleNeuralNet,25,function,NAdam,0.001
2,0.001127991777257,102,100,SimpleNeuralNet,25,function,NAdam,0.001
2,8.513512472488354e-05,102,100,SimpleNeuralNet,25,function,NAdam,0.001
211,0.0012259590255135,311,100,SimpleNeuralNet,30,function,Adam,0.001
264,0.0011246276713481,364,100,SimpleNeuralNet,30,function,Adam,0.001
2,8.537743131747809e-05,102,100,SimpleNeuralNet,30,function,Adam,0.001
411,0.0012235688450296,500,100,SimpleNeuralNet,30,function,SGD,0.001
198,0.0011222684260927,298,100,SimpleNeuralNet,30,function,SGD,0.001
112,8.36133900422856e-05,212,100,SimpleNeuralNet,30,function,SGD,0.001
196,0.0012253087932575,296,100,SimpleNeuralNet,30,function,NAdam,0.001
253,0.0011238325466041,353,100,SimpleNeuralNet,30,function,NAdam,0.001
2,8.475483273633865e-05,102,100,SimpleNeuralNet,30,function,NAdam,0.001
214,0.0012259759013242,314,100,SimpleNeuralNet,35,function,Adam,0.001
242,0.0011247519317051,342,100,SimpleNeuralNet,35,function,Adam,0.001
2,8.511016274050479e-05,102,100,SimpleNeuralNet,35,function,Adam,0.001
203,0.0012235929100726,303,100,SimpleNeuralNet,35,function,SGD,0.001
141,0.0011222663926116,241,100,SimpleNeuralNet,35,function,SGD,0.001
269,8.361350919001795e-05,369,100,SimpleNeuralNet,35,function,SGD,0.001
293,0.0012254608428431,393,100,SimpleNeuralNet,35,function,NAdam,0.001
362,0.0011239391773937,462,100,SimpleNeuralNet,35,function,NAdam,0.001
2,8.550976455145952e-05,102,100,SimpleNeuralNet,35,function,NAdam,0.001
262,0.0012255828633275,362,100,SimpleNeuralNet,40,function,Adam,0.001
452,0.0011241869576946,500,100,SimpleNeuralNet,40,function,Adam,0.001
284,8.397044685968284e-05,384,100,SimpleNeuralNet,40,function,Adam,0.001
307,0.0012234404469786,407,100,SimpleNeuralNet,40,function,SGD,0.001
55,0.0011222666771607,155,100,SimpleNeuralNet,40,function,SGD,0.001
224,8.361057752935089e-05,324,100,SimpleNeuralNet,40,function,SGD,0.001
244,0.0012258150698719,344,100,SimpleNeuralNet,40,function,NAdam,0.001
365,0.0011230882974517,465,100,SimpleNeuralNet,40,function,NAdam,0.001
2,8.509108838211126e-05,102,100,SimpleNeuralNet,40,function,NAdam,0.001
471,0.0006953891241592,500,100,SimpleNeuralNet,10,ReLU,Adam,0.0005
471,0.0006513631071571,500,100,SimpleNeuralNet,10,ReLU,Adam,0.0005
496,5.639803287952885e-05,500,100,SimpleNeuralNet,10,ReLU,Adam,0.0005
500,0.0011060743407716,500,100,SimpleNeuralNet,10,ReLU,SGD,0.0005
500,0.0012091588229071,500,100,SimpleNeuralNet,10,ReLU,SGD,0.0005
500,0.0001269887722104,500,100,SimpleNeuralNet,10,ReLU,SGD,0.0005
486,0.0007208703345588,500,100,SimpleNeuralNet,10,ReLU,NAdam,0.0005
463,0.000690169925544,500,100,SimpleNeuralNet,10,ReLU,NAdam,0.0005
493,5.271456061364772e-05,500,100,SimpleNeuralNet,10,ReLU,NAdam,0.0005
495,0.0006669896026448,500,100,SimpleNeuralNet,15,ReLU,Adam,0.0005
466,0.0006630813074632,500,100,SimpleNeuralNet,15,ReLU,Adam,0.0005
435,4.571565884953973e-05,500,100,SimpleNeuralNet,15,ReLU,Adam,0.0005
500,0.0012439822179508,500,100,SimpleNeuralNet,15,ReLU,SGD,0.0005
500,0.0010936412649796,500,100,SimpleNeuralNet,15,ReLU,SGD,0.0005
500,0.0001645027328703,500,100,SimpleNeuralNet,15,ReLU,SGD,0.0005
494,0.0006617507066812,500,100,SimpleNeuralNet,15,ReLU,NAdam,0.0005
479,0.0006565502739327,500,100,SimpleNeuralNet,15,ReLU,NAdam,0.0005
497,4.812111452830519e-05,500,100,SimpleNeuralNet,15,ReLU,NAdam,0.0005
490,0.0006754791827547,500,100,SimpleNeuralNet,20,ReLU,Adam,0.0005
486,0.0006447604538861,500,100,SimpleNeuralNet,20,ReLU,Adam,0.0005
413,5.025507167398896e-05,500,100,SimpleNeuralNet,20,ReLU,Adam,0.0005
500,0.0012720806039001,500,100,SimpleNeuralNet,20,ReLU,SGD,0.0005
500,0.0009843528840198,500,100,SimpleNeuralNet,20,ReLU,SGD,0.0005
500,0.0002671467902837,500,100,SimpleNeuralNet,20,ReLU,SGD,0.0005
497,0.0006538369986011,500,100,SimpleNeuralNet,20,ReLU,NAdam,0.0005
499,0.0006522297425861,500,100,SimpleNeuralNet,20,ReLU,NAdam,0.0005
483,5.176566911651246e-05,500,100,SimpleNeuralNet,20,ReLU,NAdam,0.0005
492,0.0006750202011904,500,100,SimpleNeuralNet,25,ReLU,Adam,0.0005
493,0.0006448384165971,500,100,SimpleNeuralNet,25,ReLU,Adam,0.0005
337,4.604882547898925e-05,437,100,SimpleNeuralNet,25,ReLU,Adam,0.0005
500,0.0011249740031792,500,100,SimpleNeuralNet,25,ReLU,SGD,0.0005
500,0.0010697658258551,500,100,SimpleNeuralNet,25,ReLU,SGD,0.0005
500,0.0002316638023925,500,100,SimpleNeuralNet,25,ReLU,SGD,0.0005
474,0.0006807257811712,500,100,SimpleNeuralNet,25,ReLU,NAdam,0.0005
490,0.0006627791729748,500,100,SimpleNeuralNet,25,ReLU,NAdam,0.0005
472,5.4907092361515633e-05,500,100,SimpleNeuralNet,25,ReLU,NAdam,0.0005
499,0.0006768970558187,500,100,SimpleNeuralNet,30,ReLU,Adam,0.0005
500,0.0006414054896487,500,100,SimpleNeuralNet,30,ReLU,Adam,0.0005
252,5.032790299258246e-05,352,100,SimpleNeuralNet,30,ReLU,Adam,0.0005
500,0.0010574034767302,500,100,SimpleNeuralNet,30,ReLU,SGD,0.0005
500,0.0011070745707816,500,100,SimpleNeuralNet,30,ReLU,SGD,0.0005
500,0.0002511429037178,500,100,SimpleNeuralNet,30,ReLU,SGD,0.0005
495,0.0006268713350229,500,100,SimpleNeuralNet,30,ReLU,NAdam,0.0005
492,0.0006419772882524,500,100,SimpleNeuralNet,30,ReLU,NAdam,0.0005
489,4.32968164799807e-05,500,100,SimpleNeuralNet,30,ReLU,NAdam,0.0005
494,0.0006566339069049,500,100,SimpleNeuralNet,35,ReLU,Adam,0.0005
491,0.0006434903524398,500,100,SimpleNeuralNet,35,ReLU,Adam,0.0005
468,5.906723357559645e-05,500,100,SimpleNeuralNet,35,ReLU,Adam,0.0005
500,0.0010515239226692,500,100,SimpleNeuralNet,35,ReLU,SGD,0.0005
500,0.0010352826946551,500,100,SimpleNeuralNet,35,ReLU,SGD,0.0005
500,0.0002096491761161,500,100,SimpleNeuralNet,35,ReLU,SGD,0.0005
494,0.000671277868954,500,100,SimpleNeuralNet,35,ReLU,NAdam,0.0005
482,0.000635717663274,500,100,SimpleNeuralNet,35,ReLU,NAdam,0.0005
478,4.154073438319255e-05,500,100,SimpleNeuralNet,35,ReLU,NAdam,0.0005
492,0.0006776345328475,500,100,SimpleNeuralNet,40,ReLU,Adam,0.0005
495,0.0006605534088628,500,100,SimpleNeuralNet,40,ReLU,Adam,0.0005
312,4.9966799580073005e-05,412,100,SimpleNeuralNet,40,ReLU,Adam,0.0005
500,0.0010469091156308,500,100,SimpleNeuralNet,40,ReLU,SGD,0.0005
500,0.0010722076071747,500,100,SimpleNeuralNet,40,ReLU,SGD,0.0005
500,0.000217676155719,500,100,SimpleNeuralNet,40,ReLU,SGD,0.0005
497,0.0006690988959123,500,100,SimpleNeuralNet,40,ReLU,NAdam,0.0005
498,0.000642962395906,500,100,SimpleNeuralNet,40,ReLU,NAdam,0.0005
364,4.400232306932902e-05,464,100,SimpleNeuralNet,40,ReLU,NAdam,0.0005
488,0.0007343092149234,500,100,SimpleNeuralNet,10,Tanh,Adam,0.0005
499,0.0007119403076172,500,100,SimpleNeuralNet,10,Tanh,Adam,0.0005
480,6.632545233554978e-05,500,100,SimpleNeuralNet,10,Tanh,Adam,0.0005
500,0.0011598160030994,500,100,SimpleNeuralNet,10,Tanh,SGD,0.0005
500,0.0011146956881148,500,100,SimpleNeuralNet,10,Tanh,SGD,0.0005
500,0.0001953762274662,500,100,SimpleNeuralNet,10,Tanh,SGD,0.0005
493,0.0007387473638477,500,100,SimpleNeuralNet,10,Tanh,NAdam,0.0005
475,0.0007028370814407,500,100,SimpleNeuralNet,10,Tanh,NAdam,0.0005
486,6.5466601708372e-05,500,100,SimpleNeuralNet,10,Tanh,NAdam,0.0005
477,0.0007309383595668,500,100,SimpleNeuralNet,15,Tanh,Adam,0.0005
499,0.0007106948836582,500,100,SimpleNeuralNet,15,Tanh,Adam,0.0005
492,6.484073057673559e-05,500,100,SimpleNeuralNet,15,Tanh,Adam,0.0005
500,0.001061130825008,500,100,SimpleNeuralNet,15,Tanh,SGD,0.0005
500,0.0012012111039449,500,100,SimpleNeuralNet,15,Tanh,SGD,0.0005
500,0.0002746206657689,500,100,SimpleNeuralNet,15,Tanh,SGD,0.0005
498,0.000730377981752,500,100,SimpleNeuralNet,15,Tanh,NAdam,0.0005
495,0.000708416667341,500,100,SimpleNeuralNet,15,Tanh,NAdam,0.0005
499,6.487024750486874e-05,500,100,SimpleNeuralNet,15,Tanh,NAdam,0.0005
488,0.0007156128077297,500,100,SimpleNeuralNet,20,Tanh,Adam,0.0005
464,0.000696843358769,500,100,SimpleNeuralNet,20,Tanh,Adam,0.0005
489,6.511742627891932e-05,500,100,SimpleNeuralNet,20,Tanh,Adam,0.0005
500,0.0012611551029025,500,100,SimpleNeuralNet,20,Tanh,SGD,0.0005
500,0.0012732391243818,500,100,SimpleNeuralNet,20,Tanh,SGD,0.0005
500,0.0003366729628333,500,100,SimpleNeuralNet,20,Tanh,SGD,0.0005
476,0.000711798026633,500,100,SimpleNeuralNet,20,Tanh,NAdam,0.0005
494,0.0006960728880779,500,100,SimpleNeuralNet,20,Tanh,NAdam,0.0005
500,6.396671474730261e-05,500,100,SimpleNeuralNet,20,Tanh,NAdam,0.0005
457,0.0007244104846495,500,100,SimpleNeuralNet,25,Tanh,Adam,0.0005
492,0.0006932928644857,500,100,SimpleNeuralNet,25,Tanh,Adam,0.0005
500,6.486627693915295e-05,500,100,SimpleNeuralNet,25,Tanh,Adam,0.0005
500,0.0012153582759166,500,100,SimpleNeuralNet,25,Tanh,SGD,0.0005
500,0.0012326322580261,500,100,SimpleNeuralNet,25,Tanh,SGD,0.0005
500,0.0002676138213653,500,100,SimpleNeuralNet,25,Tanh,SGD,0.0005
458,0.0007132546380594,500,100,SimpleNeuralNet,25,Tanh,NAdam,0.0005
473,0.0006916516966792,500,100,SimpleNeuralNet,25,Tanh,NAdam,0.0005
493,6.459042736923672e-05,500,100,SimpleNeuralNet,25,Tanh,NAdam,0.0005
491,0.0007105200340672,500,100,SimpleNeuralNet,30,Tanh,Adam,0.0005
486,0.0006953903282717,500,100,SimpleNeuralNet,30,Tanh,Adam,0.0005
500,6.477450941953393e-05,500,100,SimpleNeuralNet,30,Tanh,Adam,0.0005
500,0.0011881558983914,500,100,SimpleNeuralNet,30,Tanh,SGD,0.0005
500,0.0012276362678428,500,100,SimpleNeuralNet,30,Tanh,SGD,0.0005
500,0.0002832300197369,500,100,SimpleNeuralNet,30,Tanh,SGD,0.0005
495,0.0007167192736751,500,100,SimpleNeuralNet,30,Tanh,NAdam,0.0005
490,0.000693499647164,500,100,SimpleNeuralNet,30,Tanh,NAdam,0.0005
484,6.432713029883899e-05,500,100,SimpleNeuralNet,30,Tanh,NAdam,0.0005
494,0.0007154099942152,500,100,SimpleNeuralNet,35,Tanh,Adam,0.0005
499,0.0006959022590723,500,100,SimpleNeuralNet,35,Tanh,Adam,0.0005
475,6.505992327929404e-05,500,100,SimpleNeuralNet,35,Tanh,Adam,0.0005
500,0.0012054288952914,500,100,SimpleNeuralNet,35,Tanh,SGD,0.0005
500,0.0012459441018275,500,100,SimpleNeuralNet,35,Tanh,SGD,0.0005
500,0.0002380448386596,500,100,SimpleNeuralNet,35,Tanh,SGD,0.0005
482,0.000715604131239,500,100,SimpleNeuralNet,35,Tanh,NAdam,0.0005
488,0.0006894396972777,500,100,SimpleNeuralNet,35,Tanh,NAdam,0.0005
495,6.388455475993786e-05,500,100,SimpleNeuralNet,35,Tanh,NAdam,0.0005
499,0.0007152526345283,500,100,SimpleNeuralNet,40,Tanh,Adam,0.0005
498,0.0006992473677829,500,100,SimpleNeuralNet,40,Tanh,Adam,0.0005
498,6.492322384501322e-05,500,100,SimpleNeuralNet,40,Tanh,Adam,0.0005
500,0.0010789924868537,500,100,SimpleNeuralNet,40,Tanh,SGD,0.0005
500,0.0011806757998647,500,100,SimpleNeuralNet,40,Tanh,SGD,0.0005
500,0.0003337242193973,500,100,SimpleNeuralNet,40,Tanh,SGD,0.0005
491,0.0007147335531088,500,100,SimpleNeuralNet,40,Tanh,NAdam,0.0005
500,0.000685148509102,500,100,SimpleNeuralNet,40,Tanh,NAdam,0.0005
489,6.445428786181913e-05,500,100,SimpleNeuralNet,40,Tanh,NAdam,0.0005
500,0.0007896812090683,500,100,SimpleNeuralNet,10,Sigmoid,Adam,0.0005
494,0.0007552664147946,500,100,SimpleNeuralNet,10,Sigmoid,Adam,0.0005
487,6.788053589842619e-05,500,100,SimpleNeuralNet,10,Sigmoid,Adam,0.0005
500,0.0012524715345319,500,100,SimpleNeuralNet,10,Sigmoid,SGD,0.0005
500,0.0012501102562225,500,100,SimpleNeuralNet,10,Sigmoid,SGD,0.0005
500,0.0001675425013382,500,100,SimpleNeuralNet,10,Sigmoid,SGD,0.0005
496,0.0007404516792161,500,100,SimpleNeuralNet,10,Sigmoid,NAdam,0.0005
497,0.0007543964186629,500,100,SimpleNeuralNet,10,Sigmoid,NAdam,0.0005
499,6.665485871266946e-05,500,100,SimpleNeuralNet,10,Sigmoid,NAdam,0.0005
498,0.000748762819479,500,100,SimpleNeuralNet,15,Sigmoid,Adam,0.0005
491,0.0007598033462957,500,100,SimpleNeuralNet,15,Sigmoid,Adam,0.0005
459,6.75622706146655e-05,500,100,SimpleNeuralNet,15,Sigmoid,Adam,0.0005
500,0.0012017049017081,500,100,SimpleNeuralNet,15,Sigmoid,SGD,0.0005
500,0.001274268572993,500,100,SimpleNeuralNet,15,Sigmoid,SGD,0.0005
500,0.000134033531627,500,100,SimpleNeuralNet,15,Sigmoid,SGD,0.0005
499,0.0007502723156098,500,100,SimpleNeuralNet,15,Sigmoid,NAdam,0.0005
489,0.0007188546039686,500,100,SimpleNeuralNet,15,Sigmoid,NAdam,0.0005
478,6.62997265153093e-05,500,100,SimpleNeuralNet,15,Sigmoid,NAdam,0.0005
500,0.0007488972381035,500,100,SimpleNeuralNet,20,Sigmoid,Adam,0.0005
488,0.0007196574944872,500,100,SimpleNeuralNet,20,Sigmoid,Adam,0.0005
468,6.720284804906574e-05,500,100,SimpleNeuralNet,20,Sigmoid,Adam,0.0005
500,0.0012510846883641,500,100,SimpleNeuralNet,20,Sigmoid,SGD,0.0005
500,0.0011289464413845,500,100,SimpleNeuralNet,20,Sigmoid,SGD,0.0005
500,0.000104731926916,500,100,SimpleNeuralNet,20,Sigmoid,SGD,0.0005
498,0.0007255783278857,500,100,SimpleNeuralNet,20,Sigmoid,NAdam,0.0005
496,0.0007225773168175,500,100,SimpleNeuralNet,20,Sigmoid,NAdam,0.0005
489,6.701992770601932e-05,500,100,SimpleNeuralNet,20,Sigmoid,NAdam,0.0005
499,0.000749458006127,500,100,SimpleNeuralNet,25,Sigmoid,Adam,0.0005
499,0.0007270623236394,500,100,SimpleNeuralNet,25,Sigmoid,Adam,0.0005
497,6.644495307212112e-05,500,100,SimpleNeuralNet,25,Sigmoid,Adam,0.0005
500,0.0012034645030253,500,100,SimpleNeuralNet,25,Sigmoid,SGD,0.0005
500,0.0011169571933537,500,100,SimpleNeuralNet,25,Sigmoid,SGD,0.0005
500,9.643709951342796e-05,500,100,SimpleNeuralNet,25,Sigmoid,SGD,0.0005
495,0.0007265198514205,500,100,SimpleNeuralNet,25,Sigmoid,NAdam,0.0005
496,0.0007136064216274,500,100,SimpleNeuralNet,25,Sigmoid,NAdam,0.0005
500,6.67368947286402e-05,500,100,SimpleNeuralNet,25,Sigmoid,NAdam,0.0005
497,0.0007241416623142,500,100,SimpleNeuralNet,30,Sigmoid,Adam,0.0005
493,0.0007108119401069,500,100,SimpleNeuralNet,30,Sigmoid,Adam,0.0005
490,6.655502647154838e-05,500,100,SimpleNeuralNet,30,Sigmoid,Adam,0.0005
500,0.0012761590892235,500,100,SimpleNeuralNet,30,Sigmoid,SGD,0.0005
500,0.0011594978170994,500,100,SimpleNeuralNet,30,Sigmoid,SGD,0.0005
