Epoch,Train Loss,Test Loss
1,0.1297733284530823,0.4545761498252114
2,0.09886573359575468,0.4535098184281653
3,0.09562602570367038,0.4956966950028807
4,0.09349790667050253,0.47567629143693946
5,0.09104321436587774,0.4619143070336227
6,0.09091927355498544,0.45119846078327724
7,0.087985256800977,0.44206528148546326
8,0.08679090726065294,0.40538187010995635
9,0.08650061015892829,0.4696857210306021
10,0.08553214464012905,0.4153687943914434
11,0.0829541345033409,0.4106121900972429
12,0.08277814700339846,0.461501929466541
13,0.08298398161357785,0.4737131696507171
14,0.08095329334547686,0.4966521518400737
15,0.08046052962630301,0.3820094412525932
16,0.07953236618551301,0.4380893300103617
17,0.08196217087460031,0.38853089222279225
18,0.07936963555987207,0.4052808500122238
19,0.07888110816867375,0.4065847895774212
20,0.07856194230018566,0.4269172485110524
21,0.07873170495811807,0.37530792516666456
22,0.07786943340575493,0.4206072321396608
23,0.0778680759629943,0.404084152502018
24,0.07734590176734,0.3893985644723033
25,0.07681842939355372,0.3817631400129297
26,0.07687829622604184,0.44029993293573566
27,0.0770761417256134,0.37530346321535635
28,0.07654247816950915,0.35896676568408586
29,0.07795827660694629,0.38713151292486503
30,0.07607115126706401,0.4540056113279783
31,0.07685140998118782,0.3390541147583134
32,0.07642903053131381,0.4873109834089384
33,0.07640681726622478,0.46726924902790196
34,0.07624735168880309,0.381920558159168
35,0.07631392744996587,0.35325995881478867
36,0.0757479296121168,0.36925125232109657
37,0.07527085654451218,0.3664988422891596
38,0.07592376837171132,0.4601257183885836
39,0.07580539785901358,0.36168535885444053
40,0.07565531933573315,0.38832785744457454
41,0.07575722023057344,0.4744444377762931
42,0.07540386322891457,0.37008344407396004
43,0.07516678989247655,0.4138250173015909
44,0.07536028733382741,0.38061805692216855
45,0.07532318100767586,0.40574784186056684
46,0.07557551979658433,0.46021381459131344
47,0.07567290105494881,0.392656208219109
48,0.0747615644264736,0.4390274123438112
49,0.07524676555661669,0.4081538215875626
50,0.07554630701330983,0.4143862825802394
51,0.07462490829150499,0.3877518355532007
52,0.0754337202548445,0.501399168421934
53,0.07536905675591078,0.44848061965455066
54,0.07483150129972412,0.4016558724183303
55,0.074674541100042,0.4624109625488847
56,0.07437903267777227,0.39871301092158307
57,0.07386821712408252,0.41659842512633777
58,0.07451516191189796,0.4143952158185152
59,0.07496353831314372,0.40109037990098473
60,0.07448086093230706,0.4409480324145202
61,0.07529425141923347,0.4713860419490835
62,0.07437375788440091,0.5153448274816785
63,0.07559631274314886,0.4434085418680212
64,0.07450390633452766,0.4482899254966568
65,0.07434963410797091,0.40333097380334204
66,0.07420912069049404,0.4321898178097966
67,0.07429409636140491,0.413986814723565
68,0.07365572510151712,0.4160646572794233
69,0.07419269408279669,0.4352656075771038
70,0.07339838270213274,0.4641051086121863
71,0.07372771713991534,0.48424569149069735
72,0.07292242751933554,0.3898646570051109
73,0.07387836020199406,0.4347039012319439
74,0.0728594201718944,0.40743790341733577
75,0.0725830582058662,0.41476990018572124
76,0.07240788655923518,0.49649871334138806
77,0.07260713096841012,0.4184017121032044
78,0.07246461321192792,0.4353570144543281
79,0.07255289035417346,0.3863026249277723
80,0.07254453772840365,0.44125258400021017
81,0.07178546560036028,0.5787780514523223
82,0.07213928431847653,0.38861259022911826
83,0.07227895245077216,0.5013049084406632
84,0.07280829643214846,0.41324033085985495
85,0.07192280044548956,0.41346130538248754
86,0.07246334731314202,0.47679215945254316
87,0.07350693329013584,0.48748502829834656
88,0.07131730488542548,0.3913750869756217
89,0.071521942865125,0.45171127030613656
90,0.07121499810325899,0.45398927936187156
91,0.07119175386451791,0.43443970731064513
92,0.07151801983121962,0.44554036066689334
93,0.07214423464834577,0.4357691118494495
94,0.0710677990970887,0.38360972210863137
95,0.07137353591357923,0.42323957274248314
96,0.07093902865002324,0.5030367139184868
97,0.07109441107905276,0.4780673727144252
98,0.07056380112784463,0.46554059461577907
99,0.07175138515213275,0.4672814992076748
100,0.0728036672435141,0.45328029819373244
101,0.07056722096288022,0.4617070495741708
102,0.07191115630214014,0.4276426449555617
103,0.07152090869448792,0.46389273251281987
104,0.07106279817611669,0.4075432199200431
105,0.07086996721310629,0.42803976976216496
106,0.07084030511668646,0.41199079656011456
107,0.07095719465966897,0.40197647801729347
108,0.0709272021997256,0.3657801848256981
109,0.070616992323914,0.3912243748536477
110,0.07140414762413262,0.42744129175799234
111,0.07090718985194217,0.5181143014182101
112,0.07102422260094061,0.4697684653486524
113,0.07086833760682386,0.41233095408009957
114,0.07113240235329095,0.4371925121480292
115,0.07098297743075958,0.3977705156645932
116,0.07048743356162297,0.447954791032351
117,0.07064780922664003,0.4855509364087503
118,0.07074501239611479,0.45585476173673356
