Epoch,Train Loss,Test Loss
1,0.9271122593454159,0.15264228271486288
2,0.741479000544722,0.2459425206423712
3,0.6103559708586073,0.30828265381619147
4,0.5396287655247205,0.6241347368144475
5,0.4951828599818127,0.24947131784963864
6,0.46868684475770067,0.5532776214971576
7,0.4498388412737926,0.2039325583947663
8,0.43553324437420415,0.46846571733136655
9,0.43121370619081834,0.28681440663907853
10,0.4112260081125232,0.5801151675291258
11,0.4120074243687872,0.3772421825324259
12,0.40565926174742417,0.22503627494665243
13,0.39148378930587335,0.3121015735183803
14,0.3898712872960771,0.32573512327392196
15,0.3855968794754688,0.3428119702001272
16,0.38460138811319067,0.21732956171566883
17,0.37848382463210145,0.24681881903045683
18,0.37207102226018485,0.4236787296249839
19,0.3746739569380885,0.2668021970077104
20,0.36609171509075117,0.4030160526900914
21,0.3731727775188419,0.179591504690921
22,0.3603583212014927,0.33548803841747316
23,0.3628047438795067,0.2873770652838702
24,0.35343946240555557,0.2864190754049374
25,0.35851789195012124,0.33587879252032177
26,0.35115689388862925,0.44612981637960636
27,0.3559390902446571,0.28150973023903986
28,0.3499505607364897,0.16415997362787202
29,0.353430065864873,0.5300585858403656
30,0.3511570134297105,0.3065659936064258
31,0.34750632744085813,0.2026147678144734
32,0.35246443882966816,0.3624704356977139
33,0.34516725208836635,0.2671575037158774
34,0.3471968944397427,0.30817890969261547
35,0.34674220361802627,0.3110742824161357
36,0.3385889424390482,0.21949361265782644
37,0.34154607350781235,0.24804171401295647
38,0.33514109331702546,0.19898316799557275
39,0.34217980380406204,0.37003271112352065
40,0.32787036681540443,0.04814422824350695
41,0.3364822629066313,0.19024725176342056
42,0.3345124721418117,0.3622304082409764
43,0.32753265366068407,0.20168627030857922
44,0.33407360065853453,0.25574815745259355
45,0.33136240325576094,0.19386499278859867
46,0.33101633365036987,0.21711764713445486
47,0.33187168885232193,0.3395754663790184
48,0.3284026618335663,0.1025147142871254
49,0.3330054356620633,0.2275109972748919
50,0.3260476834705031,0.16791404646815714
51,0.32831847470041897,0.2814707784856533
52,0.32874411320108005,0.17745288532557357
53,0.32174032224145904,0.20804304600215182
54,0.3287937254059527,0.17174343687366808
55,0.32649888758473106,0.24730720780665924
56,0.323308660464981,0.317276772599888
57,0.323090300585556,0.4022010888541207
58,0.3199868777229832,0.1570983895126136
59,0.3261282269316148,0.18587503177728795
60,0.32047030254869513,0.3212651953840098
