Epoch,Train Loss,Validation Loss,Test Loss,MAE,MSE,RMSE,R²
1,1.0830671238661558,1.0128211636232791,1.0674452189025316,0.29376132180664566,1.0674452189706511,1.0331724882125854,-0.06744518387499188
2,0.9774810600808105,0.9240664885053997,1.2579978215877827,0.39178677714002,1.2579978216087424,1.1216050386428833,-0.25799778024805997
3,0.9053422970614865,0.8599698370563683,1.4710302533504072,0.480111773616665,1.471030253387087,1.212860345840454,-0.4710302050222852
4,0.8537319980464994,0.8118053148693714,1.7686198028260536,0.5758496841807942,1.7686198029413327,1.3298946619033813,-0.7686197447923273
5,0.8139579342294191,0.772913017582238,2.0156492934263013,0.6463418660740275,2.015649293311022,1.4197356700897217,-1.0156492270401358
6,0.7828130221527768,0.7435447827792317,2.2493292531862363,0.6889368256579389,2.2493292531967164,1.4997763633728027,-1.2493291792428574
7,0.7580099978751883,0.7181099561362059,2.5442205704601255,0.7722904465643914,2.544220570585885,1.5950614213943481,-1.5442204869365352
8,0.7371502250080209,0.7020057666206141,2.739675199352778,0.7918455392606966,2.739675199792935,1.6551964282989502,-1.7396751097173926
9,0.7208800496248026,0.679773120751086,2.8765073132403605,0.8290001049146547,2.876507313449959,1.6960269212722778,-1.8765072188756253
10,0.7040742466812128,0.6614514545903446,3.1199736208702835,0.8666468419085492,3.1199736212266016,1.7663447856903076,-2.119973518647538
11,0.6893765282672548,0.6488194310429579,3.3518070684199803,0.886481162731464,3.3518070681475023,1.830794095993042,-2.351806957946176
12,0.6768743968600577,0.6329552255826922,3.451236174057473,0.916360591668349,3.4512361739945936,1.8577502965927124,-2.451236060524219
13,0.6643449405353066,0.6198489769815306,3.9309031514125867,0.9725891699319358,3.9309031515383457,1.9826505184173584,-2.9309030222973926
14,0.6548932902756479,0.6089134832445152,3.9816628092802486,0.9711184774335924,3.981662809552727,1.995410442352295,-2.9816626786428886
15,0.6448290405493673,0.599671334750259,3.8991036803211485,0.9657700476384425,3.899103680258269,1.9746148586273193,-2.8991035520628246
16,0.6361109401027211,0.5910054538616609,4.213794994655546,0.9945457628480681,4.213794994865145,2.05275297164917,-3.213794856323222
17,0.6275965021355202,0.5831609188912934,3.940881978260292,0.973486851472121,3.9408819781764524,1.9851654767990112,-2.9408818486074138
18,0.6198937476959203,0.5755882094884109,4.3379794450618405,1.0123003170726064,4.337979444873202,2.0827817916870117,-3.3379793022483204
19,0.6119116243645398,0.5679545317967459,4.377609591325561,1.0366453191526643,4.377609592289715,2.092273712158203,-3.3776094483618655
20,0.6061798903906006,0.5593524984921513,4.511075414087746,1.0313317014673253,4.511075414276385,2.123929262161255,-3.5110752659604225
21,0.6004684652770927,0.5513106552647151,4.549320500351571,1.0348797945923858,4.549320500204852,2.132913589477539,-3.5493203506314597
22,0.5941621906373677,0.548087990425638,4.700614479448114,1.054631595339094,4.700614479573874,2.1680901050567627,-3.7006143250262102
