Epoch,Train Loss,Validation Loss,Test Loss,MAE,MSE,RMSE,R²
1,1.0847581213478554,1.015756184603477,1.1162232475383513,0.3305338283737937,1.1162232473077929,1.0565146207809448,-0.11622321060840068
2,0.9822406088454229,0.9319663483005141,1.2488962144053,0.41003330968238494,1.248896214520579,1.1175402402877808,-0.24889617345914083
3,0.9162378681562966,0.8717544002784896,1.4183649189544247,0.492598645063547,1.4183649186609866,1.1909512281417847,-0.4183648720277253
4,0.8688706054716542,0.8276790298022253,1.614088128564122,0.5527950499922365,1.6140881286898812,1.2704676389694214,-0.6140880756215963
5,0.8321324315272373,0.7939164478976156,1.726203647187123,0.5975356127351195,1.7262036470613638,1.3138506412506104,-0.7262035903069244
6,0.8033427715930325,0.7663103907839539,1.9512954382988124,0.6532469778375312,1.9512954383616918,1.3968877792358398,-0.9512953742066435
7,0.7787804327163625,0.7392047123648525,2.232864030976872,0.7114350173866356,2.232864030788233,1.4942771196365356,-1.232863957375721
8,0.7587215422456326,0.7240302460530574,2.5591391077172627,0.7790275772849282,2.559139107486704,1.5997309684753418,-1.55913902334686
9,0.7404831365015737,0.7007570153223894,2.640148463485005,0.7972764196710272,2.6401484635898047,1.6248533725738525,-1.6401483767865201
10,0.7235007511577743,0.6853901503643902,2.802447190452408,0.8277733505374782,2.8024471905781674,1.6740511655807495,-1.8024470984387957
11,0.7106622317072243,0.669890741654005,3.0428455681014848,0.8668801157815116,3.042845568730281,1.744375467300415,-2.0428454686870476
12,0.6979718516592257,0.6586100930883576,3.198040288728672,0.8782887177100548,3.1980402883094747,1.7883065938949585,-2.198040183163721
13,0.6865912290736413,0.648124654333343,3.541320238488061,0.93887793304108,3.5413202390749374,1.881839632987976,-2.541320122642763
14,0.6755374102701365,0.6393015937775135,3.3629785600442155,0.929747204204182,3.3629785603795734,1.8338425159454346,-2.362978449810949
15,0.6673464873141745,0.6246091487566766,3.4713460801931526,0.9545179726736887,3.471346080360832,1.8631548881530762,-2.47134596622928
16,0.6588513942841812,0.6150050681412971,3.497179563993936,0.967166578900683,3.497179563700498,1.87007474899292,-2.497179448719588
17,0.6497301053443475,0.6207038120920306,3.6500218957020687,0.9776353291941213,3.650021894779834,1.9105030298233032,-2.6500217747737462
18,0.6434413034353522,0.5994667202968231,3.723820774927244,0.9997487808479057,3.7238207755141204,1.9297202825546265,-2.7238206530816598
19,0.6348446764315812,0.5904135615043214,3.7035113750185285,1.021043436239054,3.703511375395806,1.9244508743286133,-2.7035112536310817
20,0.6276438041571726,0.5834875786137198,3.7656775428122216,1.0442988701285896,3.7656775434829375,1.9405354261398315,-2.765677419674302
21,0.6218360116325453,0.5806781368720573,3.6520976216033265,1.0262316451020292,3.6520976217710053,1.9110461473464966,-2.6520975016966717
22,0.6157060554152288,0.5700011856708876,3.745526263991555,1.0505459890260802,3.7455262640753944,1.9353362321853638,-2.7455261409292966
23,0.6095536766703537,0.5638365953597416,3.8374095770919716,1.0725148905240574,3.837409577595009,1.9589307308197021,-2.837409451427954
24,0.6038053014050164,0.5600132725083131,3.8366704600669523,1.052057255923093,3.8366704593123973,1.9587420225143433,-2.8366703331696437
25,0.5970224786197963,0.5665805123277,3.875117729595729,1.0666311507172637,3.875117729847248,1.9685319662094116,-2.875117602440418
26,0.5927207885222078,0.5463698078266943,3.667586561166323,1.0534683426657876,3.6675865620047183,1.9150943756103516,-2.667586441421136
27,0.5876480605093103,0.54321952596358,4.0705794992446895,1.1154334869384765,4.070579500125005,2.0175676345825195,-3.0705793662917467
28,0.5821167336994609,0.5354634774304747,4.054011293547494,1.1090545360439426,4.054011292834859,2.0134575366973877,-3.0540111595463335
29,0.5793778708052157,0.5329145806112923,3.894897815489507,1.0899788543785012,3.8948978156152663,1.973549485206604,-2.894897687558103
30,0.5736352372149609,0.5259130836830379,4.02063330238468,1.1034858600909894,4.020633302803878,2.0051517486572266,-3.0206331706127605
31,0.5698330936076443,0.524936602031652,3.8663830965167874,1.0947652224027193,3.8663830966844666,1.966312050819397,-2.8663829695648153
32,0.5654487006488644,0.5189919694694867,3.8001647633012836,1.0800898186191097,3.8001647634689624,1.9494011402130127,-2.80016463852645
33,0.5612503355133992,0.5171601025918915,3.6638338216517,1.0634089022625934,3.663833820771385,1.9141143560409546,-2.6638337003111863
34,0.5579175738575363,0.5139504395194889,3.9219687472411566,1.1000430085947226,3.92196874661236,1.9803961515426636,-2.9219686176651543
35,0.5536382907920406,0.5069038954114313,3.735810668002118,1.0815081716264998,3.7358106683793957,1.9328246116638184,-2.735810545552729
36,0.5500762401029614,0.5018697171106098,3.847800853593009,1.0900565362029022,3.8478008526707743,1.9615812301635742,-2.847800726162074
37,0.5457526947475135,0.4967934087550381,3.9700608423018195,1.0971654967632922,3.9700608430982944,1.992501139640808,-2.9700607125699077
38,0.5426233602989083,0.49869817191178034,3.823677160045603,1.094127966262482,3.8236771608001585,1.9554225206375122,-2.823677035084601
39,0.5401261969720453,0.4916213657881932,3.928508359707319,1.0936223295023153,3.9285083592881214,1.9820464849472046,-2.9285082301259044
40,0.5360433170048372,0.49025448499095947,3.8396244241942417,1.1003252252641615,3.8396244261225503,1.959496021270752,-2.8396242998826757
41,0.5319543151446585,0.4866322025127564,3.78276373729601,1.0668196686126374,3.7827637365414546,1.9449328184127808,-2.782763612171056
42,0.5288642803943698,0.47834487200158843,3.930026950254545,1.0880529448331058,3.9300269500868663,1.9824295043945312,-2.930026820874721
43,0.52542491459887,0.4807879558133915,3.9143383838174106,1.0784234490237392,3.914338384278528,1.9784687757492065,-2.9143382555821944
44,0.5219236607695473,0.47489218013393103,3.8669566743871666,1.0708908807523958,3.8669566752674815,1.9664579629898071,-2.8669565481289725
45,0.5176624595715354,0.4762884748828643,4.0333379619265655,1.1080581552274935,4.033337959998256,2.008317232131958,-3.033337827389433
46,0.5170296212018513,0.4715722645185931,4.030653434145582,1.1241611054389031,4.030653434732458,2.0076487064361572,-3.0306533022118973
47,0.5128225072087603,0.4634181336916872,3.9450375237307704,1.0965921569027743,3.945037524149968,1.986211895942688,-2.9450373944443027
48,0.5081425751142077,0.46838854526394696,3.9323754524477237,1.0803002966996078,3.932375452028526,1.983021855354309,-2.9323753227391665
49,0.5065647213138932,0.4595932746841599,3.8462217288384073,1.0769944844507908,3.84622172837729,1.9611786603927612,-2.846221601920508
