Epoch,Train Loss,Validation Loss,Test Loss,MAE,MSE,RMSE,R²
1,1.1058802391690583,1.0507282263054198,1.2495429100430273,0.4759697794757047,1.249542910079707,1.1178295612335205,-0.24954286899700673
2,1.0107338593184543,0.941952337251223,1.404261145202668,0.5891435800489488,1.4042611449721096,1.1850152015686035,-0.40426109880255456
3,0.9232221122798188,0.8717605679851763,1.6233415511740106,0.6610713988503257,1.6233415512054503,1.2741042375564575,-0.6233414978329299
4,0.8632423128575863,0.8004977499701313,1.714478038093546,0.7227295951424064,1.7144780379049072,1.3093807697296143,-0.7144779815359845
5,0.8144297905746688,0.7498860571460899,1.7726887651092404,0.7356093822521168,1.77268876515116,1.3314235210418701,-0.7726887068683745
6,0.7670262108995448,0.7296710017483942,2.2019965173385954,0.8859895388005854,2.201996517411955,1.4839125871658325,-1.2019964450143106
7,0.7280867693190808,0.662532113617092,2.087932901603835,0.8226562811254146,2.0879329015252353,1.4449681043624878,-1.0879328328777955
8,0.6965634258187041,0.631766400932583,1.986675008014172,0.780903100338611,1.9866750080560918,1.4094946384429932,-0.9866749427378274
9,0.6643118467375447,0.6957306801624178,1.6456263487027896,0.6861423775285155,1.6456263486189502,1.2828196287155151,-0.6456262945137459
10,0.6427198098550881,0.5804415488775653,1.9632437604938398,0.7478249174002762,1.9632437605829194,1.4011579751968384,-0.9632436960350317
11,0.6199027685219533,0.5654749865913582,1.968830862635194,0.7382379037364498,1.9688308625932742,1.4031503200531006,-0.9688307978616928
12,0.5993637219133683,0.539860025799288,1.8458833229725178,0.7149701688577841,1.845883322935838,1.3586329221725464,-0.8458832622465484
13,0.5821105042625745,0.527433946011812,2.09356653573495,0.7694920209528325,2.0935665356615907,1.446916103363037,-1.093566466828927
14,0.5714766033392022,0.512564865505709,2.0873475378415454,0.7460197606479728,2.0873475378467856,1.444765567779541,-1.0873474692185914
15,0.5612236470446258,0.510028076407426,2.074885294313614,0.7789691989395645,2.0748852942612146,1.4404462575912476,-1.0748852260427562
16,0.5501030103503369,0.4883308515652485,1.7552008963751269,0.6503864969002021,1.7552008962965273,1.3248399496078491,-0.7552008385887112
17,0.5415449416324163,0.47887775816048955,1.8944556688529,0.6917389944673894,1.8944556687847802,1.3763922452926636,-0.8944556064985203
18,0.5309401854330006,0.47538826764654046,1.7646632575266714,0.6283894924252897,1.764663257421872,1.3284062147140503,-0.7646631994029505
19,0.5211046192622231,0.4713186838407014,1.597591708271631,0.5859116857366248,1.5975917081563518,1.2639588117599487,-0.5975916556304393
20,0.5198393073042891,0.4917948205002668,2.025603331405383,0.7161983881939898,2.025603331594022,1.4232369661331177,-1.0256032649958646
21,0.5183163867768028,0.46838312529343235,1.6584018952015704,0.5855409432610312,1.6584018953168498,1.2877895832061768,-0.6584018407916088
22,0.5174115704027186,0.45867124003233367,1.8268750650044325,0.6857701227795947,1.8268750651721115,1.3516194820404053,-0.8268750051077789
23,0.50472294470353,0.44587648235440663,1.8180041564912586,0.6428870103228224,1.8180041567218173,1.3483338356018066,-0.818004096949144
24,0.4966591447755458,0.43546186129456943,1.7799499907215628,0.6254587093421391,1.7799499908158822,1.3341476917266846,-0.7799499322943606
25,0.4946342130210908,0.43291501568081997,1.7482026693323156,0.6135317767216609,1.7482026694161552,1.322196125984192,-0.748202611938428
26,0.49472596516308487,0.43466206962095505,1.631064763724804,0.5738568808167845,1.6310647637667237,1.27713143825531,-0.631064710140278
27,0.492766633614897,0.427947953978355,1.7488154235862114,0.5908460225954161,1.7488154236071711,1.3224278688430786,-0.7488153661092978
28,0.4853293095089083,0.4540696840140145,1.5055632612441594,0.5390139646189553,1.5055632612703593,1.2270139455795288,-0.5055632117701749
29,0.48689989160680924,0.42877029821293733,1.8862877850570194,0.6494900038058942,1.8862877850255797,1.3734219074249268,-0.8862877230078647
30,0.47655672992813686,0.4195553860764733,1.655276849217988,0.5666848664100353,1.6552768493856669,1.2865756750106812,-0.6552767949631717
31,0.4744121328069298,0.4522317517390912,1.5984549213136945,0.6211195354252071,1.5984549211250556,1.2643002271652222,-0.5984548685707622
