Epoch,Train Loss,Test Loss,MAE,MSE,RMSE,R²
1,0.9359816224686504,0.17539219185867322,0.31947849062229616,0.17539219173907364,0.4187985062599182,-43.258219151651936
2,0.7765513338106413,0.2677314438642626,0.3326945782639381,0.2677314442167666,0.5174277424812317,-66.55897634007475
3,0.6299122373160786,0.31760915771971815,0.35332855013509856,0.3176091575497609,0.5635682344436646,-79.14504841994801
4,0.5399657932825355,0.5403258073935812,0.4442356398282125,0.5403258073998759,0.7350686192512512,-135.34505481733757
5,0.48239803266418063,0.7328112252282422,0.4822115152586424,0.7328112253604312,0.8560439348220825,-183.91655464937776
6,0.4457714499388391,0.8519403064517842,0.5329346863265928,0.8519403064329001,0.9230061769485474,-213.9774195325985
7,0.4215288382408746,0.8124045368761205,0.5512118596362896,0.812404536731342,0.9013348817825317,-204.00101897319448
8,0.40396623863870224,0.5770776130576527,0.42810085902106787,0.5770776130954209,0.7596562504768372,-144.61895381229496
9,0.38924245609436575,0.6724899549401918,0.47564010415413094,0.6724899548866867,0.820054829120636,-168.6951700389117
10,0.37845667314483566,0.8417318322448822,0.5152184835475102,0.841731832251177,0.9174594879150391,-211.4014275054801
11,0.3684134902502946,0.43463452990281354,0.3735503928682937,0.4346345299295661,0.6592682003974915,-108.6750664084013
12,0.36274651548292325,0.7790941406477686,0.5042360598540682,0.7790941406005583,0.8826631307601929,-195.5955204309459
13,0.3620879825444877,0.522639779223127,0.3929410629003551,0.5226397793144003,0.7229382395744324,-130.88218734776558
14,0.3460220357038723,0.5529806146830751,0.4124865537083052,0.5529806146704858,0.7436266541481018,-138.5383510978116
15,0.3499312879479884,0.2878126136407615,0.3206434350971033,0.28781261361873,0.5364817380905151,-71.62623040310467
16,0.3426228799609037,0.427273209755236,0.3498640322442266,0.42727320976153077,0.6536613702774048,-106.81752122345337
17,0.3406432880931335,0.8706296443890424,0.49855148216930006,0.8706296443827478,0.9330753684043884,-218.69346080320528
18,0.33848385793883046,0.730043557786771,0.43660520992355595,0.7300435578591602,0.854425847530365,-183.21816532203312
19,0.3369550526817813,0.6567137833404961,0.42831886795383156,0.6567137833373488,0.8103787899017334,-164.7142330833864
20,0.335856483357544,0.760808642502382,0.4793928793005662,0.7608086425370029,0.8722434639930725,-190.98138354965366
21,0.32099982583455106,0.5441472595881158,0.3884158524103232,0.5441472595708053,0.7376633882522583,-136.30935468714117
22,0.32943999752570624,0.8741616999234956,0.5013337750182584,0.8741616999486744,0.9349661469459534,-219.58473474044618
23,0.3285887097845448,0.6911797711718346,0.43365625932156465,0.6911797711513767,0.8313722014427185,-173.4113320068135
24,0.3206440326566379,0.7991564925846583,0.4615173812954438,0.7991564926318686,0.8939555287361145,-200.65802614511284
25,0.32603187941885214,0.5787623540359341,0.38865763678547194,0.5787623540013132,0.7607643604278564,-145.04407896460307
26,0.32019908511711215,0.8618407626238603,0.4678521607516119,0.8618407625514711,0.9283538460731506,-216.47568671457717
27,0.3180462437155533,0.5063029576074468,0.3649482620796013,0.5063029576310519,0.711549699306488,-126.75977672541167
28,0.32197683962763274,0.7319136667634305,0.45772118951894375,0.7319136666941887,0.8555195331573486,-183.69006595704693
29,0.3174620724916394,0.8180272013594966,0.45970163092273686,0.8180272014004122,0.9044485688209534,-205.41983427319462
30,0.3141327778039259,0.7969536192660877,0.4594001927890953,0.7969536192881191,0.8927226066589355,-200.1021561816652
31,0.3215445741488559,0.5633841503395007,0.37792469500513387,0.5633841503662533,0.7505891919136047,-141.16356467322723
32,0.31512430133636843,0.7731582919714607,0.44035519773296145,0.7731582919997869,0.879294216632843,-194.0976767377968
33,0.3147187820512954,0.5863059743178981,0.3854922029382639,0.5863059742958666,0.7657061815261841,-146.9476255072558
34,0.3131841429414039,0.7458849798721552,0.44697365746703066,0.7458849798878919,0.8636463284492493,-187.21556749181983
35,0.30822889258598724,0.5733937743141632,0.37219571887546665,0.5733937742889843,0.7572277188301086,-143.68937910547345
36,0.31139934146420334,0.40421061575167255,0.32591768767189383,0.4042106157799988,0.635775625705719,-100.99793867237439
37,0.30769065041136895,0.32533022856749166,0.27809201509676335,0.32533022853759175,0.5703772306442261,-81.09337262113738
38,0.31433134721638234,0.5327117898908547,0.37725807337842,0.5327117898562338,0.7298710942268372,-133.4237443317924
39,0.3064141049155674,0.6362676375304297,0.39000890262276233,0.636267637489514,0.7976638674736023,-159.55488137697566
40,0.30610773520254103,0.43021134633229813,0.33002030245164266,0.4302113463291508,0.6559049487113953,-107.55892647540816
41,0.3037005249281905,0.6031960199586752,0.3795417268810762,0.60319601996497,0.776656985282898,-151.2096358926249
42,0.3021620271421837,0.5370594239939774,0.3486230013261993,0.5370594240128617,0.7328433990478516,-134.52082022432415
43,0.3071587418470193,0.5206454021555026,0.3439842659375373,0.5206454021303237,0.7215576171875,-130.37892901221076
44,0.3046338348726764,0.5494533017264341,0.35104805800136485,0.5494533017280078,0.7412511706352234,-137.64827390750605
45,0.2990066279750602,0.9329241010988809,0.45248571926745007,0.9329241010516706,0.9658799767494202,-234.4127564448713
46,0.30381661922705894,0.8137718788206999,0.48284322078155734,0.8137718788521735,0.9020930528640747,-204.34605216218085
47,0.30196705549096825,0.705769326767998,0.4340857618247107,0.7057693267302297,0.8401007652282715,-177.09283995612222
48,0.30323500170927153,0.5797092556355677,0.3615552212089719,0.5797092555993731,0.7613863945007324,-145.2830187829978
49,0.3031551883023826,0.6214261493311607,0.38595673857180646,0.6214261492981135,0.7883058786392212,-155.80980110630517
50,0.2991440753010318,0.6907883594901374,0.4165249891096819,0.6907883595342004,0.8311368227005005,-173.3125637494599
51,0.29389705327430665,0.5574843267639609,0.38882767193570966,0.557484326738782,0.7466487288475037,-139.67481147120796
52,0.3028828307474041,0.6122541894971197,0.3896413936145656,0.61225418943732,0.7824667692184448,-153.4953616461207
53,0.29601300761289706,0.517674138799604,0.33490513053158416,0.5176741387586884,0.7194957733154297,-129.62916458909012
54,0.2991734451389821,0.6239764837056165,0.3809233898597328,0.6239764837292218,0.7899218201637268,-156.4533489121842
55,0.29107543279741765,0.826632046866147,0.4300033350103646,0.8266320468629996,0.9091930985450745,-207.59116888320878
56,0.29692127013783204,0.43006186059327245,0.3397507643621592,0.4300618606404828,0.6557909846305847,-107.52120546683015
57,0.2969554280338742,0.9050033981068119,0.4371583991980953,0.9050033981477275,0.9513166546821594,-227.36728551632947
58,0.29162861386782607,0.5024526486812972,0.33545960882974285,0.5024526486498236,0.708838939666748,-125.78819516865522
59,0.2905360605093745,0.7279009546939792,0.39585155594221755,0.7279009546908318,0.853171169757843,-182.67750384994218
60,0.2905615535289615,0.634722760822736,0.37063030091116606,0.6347227609108621,0.7966949343681335,-159.16504939242557
61,0.294591138903709,0.7152792188744256,0.4199618298396325,0.7152792188665572,0.8457418084144592,-179.49255277175487
62,0.28274948673056544,0.5925025881849066,0.3642900990060018,0.5925025881770383,0.7697418928146362,-148.51127034475837
63,0.2988997563735088,0.8878326252975653,0.4488790063322226,0.8878326252377655,0.9422487020492554,-223.03443681356111
64,0.2962696419733493,0.6905412773508962,0.390481120638163,0.6905412773288647,0.8309881687164307,-173.2502153730368
65,0.2912126335557565,0.8104733051335812,0.41416305640340795,0.8104733051162708,0.9002629518508911,-203.51369470177207
66,0.29501251985518534,0.7253084940528376,0.4317063490633653,0.725308493977301,0.8516504764556885,-182.0233259571647
67,0.29079295954496925,0.7032091323793216,0.38376445563922956,0.7032091323525691,0.8385756611824036,-176.44680410518822
68,0.28733226372872606,0.834355854542511,0.4209141814918953,0.8343558545676899,0.9134308099746704,-209.54018366368405
69,0.2854592063940191,0.7992414063377187,0.4116732988831914,0.7992414063691923,0.8940030336380005,-200.67945315824377
70,0.29456362554844207,0.6505374077598158,0.35985552818322714,0.6505374077787,0.8065590262413025,-163.1556951557445
71,0.28919821991369377,0.6659015514291347,0.37629332554001704,0.6659015514291347,0.8160279393196106,-167.0326615703612
72,0.28764904177418626,0.6980651476260152,0.37105318944445254,0.6980651476732257,0.8355029225349426,-175.1487782410163
73,0.2867989791258752,0.5826225675038985,0.38027506780317205,0.5826225674787197,0.7632972002029419,-146.01815980800447
74,0.28284960693599553,0.7374597316571835,0.3973248897503744,0.7374597316634782,0.8587547540664673,-185.08955219646447
75,0.28724106063923854,0.4825735340115796,0.31921491602529933,0.48257353402259534,0.6946751475334167,-120.7719273234962
76,0.2889266063565148,0.7925612219901532,0.45019743855216837,0.7925612220247742,0.8902590870857239,-198.9937848296985
77,0.286459336504538,0.8108557416685771,0.4342202004188846,0.8108557417031981,0.9004753232002258,-203.61019821260692
78,0.2897751594609295,0.904242837793904,0.4499015809867989,0.9042428377687252,0.9509168267250061,-227.17536677925122
79,0.2896500826768451,0.5785603531358838,0.372503953267584,0.5785603531248681,0.7606315612792969,-144.99310634735093
80,0.2816066471946343,0.5378770159413568,0.32804290650512563,0.5378770159806988,0.7334010004997253,-134.7271302323717
81,0.2848995692417872,0.8058879753498602,0.41978069934992013,0.8058879754348388,0.8977126479148865,-202.3566390545897
82,0.28103864796524863,0.6676916921907072,0.3628591655684016,0.6676916922080177,0.8171240091323853,-167.4843831784815
