Epoch,Train Loss,Test Loss
1,0.8942385115159583,0.13565977059374743
2,0.765481650960498,0.19638053585488688
3,0.6861222256300947,0.2433156063639541
4,0.6322224286226225,0.3540066640868536
5,0.5943232114323687,0.3800909949746111
6,0.5662406487227177,0.29288508527532453
7,0.5416222950138121,0.29381928685688646
8,0.5207911333495095,0.3313172795425336
9,0.5049451365776312,0.3659720611630177
10,0.4914217810034122,0.319590353102754
11,0.4775728822167379,0.3746404458922788
12,0.46695809380387737,0.3960661211739826
13,0.45797901894065424,0.3884029074006781
14,0.449302232746086,0.4403226057854156
15,0.4421678007052253,0.36868111547509524
16,0.4347425072984223,0.4335168730949497
17,0.4274745536058157,0.4159422863598597
18,0.42166306826095523,0.4213958196818029
19,0.4142725375583449,0.3773623218203009
20,0.4072609395074317,0.4147330650673999
21,0.4013793560507177,0.41092837087858036
22,0.3960142520086787,0.4402407409460193
23,0.39089948790315965,0.42301670019296017
24,0.3845839190529956,0.3771898356218224
25,0.3801471013843708,0.42708519197294637
26,0.37490069983684937,0.4347011345419087
27,0.37017005034997746,0.38724269395721084
28,0.3646559893151918,0.35135734741583785
29,0.36286588275749765,0.35993417305935776
30,0.35712244491388956,0.35125981321152544
31,0.3540100289255063,0.38939530760197744
32,0.3499851573759051,0.39195295758541465
33,0.3475221684094831,0.35986062085216836
34,0.3449923298994859,0.35425109896139656
35,0.3426990794989623,0.3790783097001464
36,0.3387638529229872,0.3757713990070989
37,0.33480273781398634,0.36723919669027527
38,0.3333247863738105,0.3996359685813377
39,0.3321679994711352,0.4075254355511528
40,0.3301485285382304,0.3662684151310895
41,0.32594006249391655,0.38819467871263896
42,0.32328853720870887,0.4142327710942074
43,0.3210063406100048,0.35807520079693306
44,0.31990424053782385,0.3586292279403657
45,0.31831151350134257,0.4062476713965317
46,0.3168609136111636,0.3994027988481407
47,0.3139121875640766,0.40888784996231226
48,0.3120624040857078,0.37750164053611057
49,0.30993245757451654,0.36464211404361346
50,0.30776274570546946,0.4072957459681011
51,0.30640989760729626,0.44155749895622015
52,0.3056205447754274,0.3791329569021693
53,0.30227507945771437,0.3739903356570328
54,0.3014319259902927,0.3992732541464692
55,0.3005103531386433,0.3876941477560622
56,0.29876438502849856,0.398176629517622
57,0.2962647936306818,0.37734466312766196
58,0.29412691383988004,0.408953736297104
59,0.294256724095408,0.35474649548832726
60,0.2936881188705156,0.363554973466455
61,0.2921262346467434,0.37923107547505513
62,0.29188237683017815,0.3727516737340785
63,0.2898629359537373,0.3603875729932945
64,0.28854886207767017,0.37598943781151284
65,0.28874823137373884,0.3303797145632104
66,0.28667858943303204,0.4072137755411758
67,0.28632191523243966,0.3220974617874828
68,0.2862488442477054,0.33982359749212987
69,0.2860290762207072,0.3331669059969868
70,0.28416147626524524,0.37310801894149354
71,0.2837772699121949,0.345755200356651
72,0.2815224190530964,0.3750474636542003
73,0.2815779667303976,0.358009371350617
74,0.2809862234277591,0.37242060315899794
75,0.2801028610470187,0.3515821446718038
76,0.2791257112036451,0.33103402355352013
77,0.2787250950760956,0.3440381059101862
78,0.27742030648423055,0.3837217189814576
79,0.27725330271577786,0.39577957251461193
80,0.27549885852573636,0.32781947272507994
81,0.27697261446384547,0.3671331339655311
82,0.2738850958316176,0.40972507637151884
83,0.2754401823616609,0.3475129928792753
84,0.2747884401549289,0.3217536160262664
85,0.27355328314091093,0.3814830550838768
86,0.27299100806351395,0.3760773671645589
87,0.2724512579250464,0.3431362249366314
88,0.27223633216563775,0.3814681294094938
89,0.2707158972601513,0.39463911846882815
90,0.2704778818440003,0.4048756449841839
91,0.26965812892694496,0.30225263421727355
92,0.2720079330514185,0.3551822419997593
93,0.2689950904528737,0.3301931335516522
94,0.27088316333265416,0.3623760201116401
95,0.2690129502000255,0.323247506520554
96,0.2670940011112071,0.3722238611401997
97,0.26855440105719475,0.36522963670928144
98,0.2681649659572377,0.36411997682033037
99,0.26742590995955057,0.36789989568531506
100,0.26654865811768264,0.3836645330568467
101,0.26681385143350544,0.3760736514398649
102,0.26696318448092204,0.35413949118079496
103,0.2662119739356813,0.35841638254400465
104,0.2654015914724377,0.34709249665353425
105,0.26656414491712527,0.3674598107320389
106,0.2653048750563375,0.3501412405224559
107,0.2642148353560948,0.3147468572245038
108,0.2646381453693375,0.396017557016546
109,0.26381129655666835,0.31581041657637615
110,0.26364475584567476,0.36462636572724977
111,0.2641673925924486,0.3649719560715374
112,0.2650192726635467,0.3354152105646364
113,0.2620682182632009,0.379107541896144
114,0.2636370270024317,0.3798253654376143
115,0.2621160517588601,0.3606687376391914
116,0.2632481381034241,0.36438839022518277
117,0.26258973099785177,0.37041151246622683
118,0.2615176514808256,0.3964548029555528
119,0.2615139056594015,0.3520987316118631
120,0.2615150749334434,0.34549883043332313
121,0.2608996441112369,0.38141209740978144
122,0.2621627865552379,0.3544016308789017
123,0.26212628803115745,0.36511179933843574
124,0.2606122671882643,0.3441274946462845
125,0.26112853545752757,0.3990229225335573
126,0.2605306885989809,0.3511673774956171
127,0.2604020756472341,0.3659165336610095
128,0.2585172502797101,0.41514501307576296
129,0.26010194192112346,0.39517329207634594
130,0.2605852179462765,0.3724303309341358
131,0.2590540962109937,0.3625741499739824
132,0.2589370277321125,0.3946737437251802
133,0.25830469774374687,0.3768654834474766
134,0.2596746361023432,0.37597630130557275
135,0.25804924282925495,0.32471925276019326
136,0.258116925401102,0.328335882096378
137,0.2588545106239164,0.30186694856524177
138,0.2579578305972152,0.31251638076986227
139,0.25805871124441726,0.3684806770540137
140,0.2563945607316001,0.2913285677310141
141,0.2593607656355168,0.33665260929708335
142,0.2565391503606838,0.3974825560524139
143,0.25918772254292266,0.3534910188127639
144,0.2573524567665121,0.3519523935800672
145,0.2561323090443838,0.35446443488906565
146,0.2580367753236124,0.3335427527414958
147,0.25683354509560324,0.36519224020027036
148,0.2555301356442598,0.3896240602184568
149,0.2566152103708939,0.32530305035509094
150,0.25585496007912184,0.36102956655942875
151,0.2565566972915251,0.3474769206608043
152,0.2548552011678928,0.33259252358646174
153,0.2543313135551771,0.31119092512466245
154,0.2563062194471134,0.36343092211861583
155,0.2548012245269044,0.3941135012228677
156,0.25401336911856964,0.26297804501746824
157,0.25729713659668146,0.326772050589578
158,0.25444721060675074,0.384208486473967
159,0.2570619153427329,0.34526838008493377
160,0.2540844608134899,0.3564958404287364
161,0.25521305757150536,0.3173949612635631
162,0.25371089225681,0.37774155135983
163,0.25487235879505005,0.31754588332133027
164,0.254650284786616,0.3211664819348537
165,0.25359384024016596,0.3478521665080017
166,0.253944372475873,0.3913766183505933
167,0.25369503859407444,0.3278627440007615
168,0.25357119025834646,0.35049523288742684
169,0.2523849221889384,0.36791126529333745
170,0.25225816712005006,0.39128276972657416
171,0.2530305224127726,0.34998475600729173
172,0.2531118945106083,0.3188471357582149
173,0.2499647671253617,0.3721452155338823
174,0.2533649531122617,0.3590227877222531
175,0.2521937013521682,0.29608542765339735
176,0.2529229033193159,0.3381334582957629
177,0.25082657989501006,0.356175693485928
178,0.2493443563124905,0.2582082171392411
179,0.2520301426639584,0.3785948178271883
