speed_vx,speed_vy,speed_vz,battery_percent,angle_phi,angle_psi,angle_theta,gps_amsl_altitude,landcover,distance_to_base,wifi_signal_mW
-0.9250693473792179,0.010102789355118907,0.16915716172994985,1.7484992250611944,0.2046383987278838,-0.8276092115086747,1.0426746798218007,-2.369771970685808,0.7828813612588121,-2.3032067910292757,6.999972654469475
-0.24423883604646493,-0.8354063410576277,0.15970359093651704,1.664992701284018,0.8506414833011932,-1.2325830915419864,1.9593697265283148,-1.4413995423791015,0.7828813612588121,-1.2193938267924083,-0.12963596629253438
0.8028153825696601,0.24151304773801344,-0.018848195307099195,1.482410640822056,-0.9567441754875922,0.9929101890876217,-0.4936084937715106,-1.2929203144515642,0.7828813612588121,-1.462339128475129,-0.13924424602942018
-2.5175249340376666,0.32187612251065123,0.2530099307173074,1.4272114132405325,0.9997222642124362,-0.9581505112594387,2.053558679623578,-1.2921034701373626,-1.2773327473170109,-0.2927963654491885,-0.14420990439344003
0.15786488560282907,-0.24540907551881277,-0.08397985987217685,1.3578585375611822,0.994497285670922,-0.9540228706118306,-0.6582524341624651,-1.29384972655506,-1.2773327473170109,0.23059113902672318,-0.14425546089219254
0.8524054670145476,1.1075203961376225,-0.42241323817115034,1.3026593099796588,-1.3229428275955573,-1.0916698873595059,-0.023191560079152174,-1.2905842180607394,-1.2773327473170109,-1.4621470979897817,-0.14003113100787204
0.3578964296005265,0.05632374682078535,-0.06617903862977136,1.2609060480910708,-0.6279733007955769,1.0387298575157218,-0.6208040590369184,-1.2938246095336385,-1.2773327473170109,-1.293964613720796,-0.14104579848008628
-1.4317090079943486,4.524580713960525,0.2814234093469774,1.2149066917731348,0.8256839783858541,-0.793248053572518,-0.6646236895801266,-1.2941502284406687,-1.2773327473170109,-0.11582450553826908,-0.14399454639933743
0.5709295479624756,0.03409348363350602,0.19626830843714183,1.1773995243138944,1.1336427663374382,-0.988010322868574,-0.6372845350323044,-1.2933352467918493,-1.2773327473170109,-0.7312055096392187,-0.14370049990738964
-1.724057588484847,0.16341708719436016,0.019101052896577278,1.1172465198981316,-0.7049342208921577,1.047097397629478,2.0538374824841417,-1.2935883010113087,-1.2773327473170109,-1.5165549749605722,-0.14027962100106736
-0.5402923514109927,0.034403926871972815,-0.08982936931737134,0.9374951890557349,-0.6425125159675291,1.0413612309773537,-0.5658914561631233,-0.8525911505300985,0.7828813612588121,-0.7887394096807313,-0.1445892657830516
-1.4191859751033378,-0.48127770180651736,-0.2025876195648325,0.8865420559035595,0.7230731216951162,-1.0061848589744877,-0.7357201139243951,-0.8547653657515482,0.7828813612588121,-0.29736192567836056,-0.14278522843245353
-0.14662453323541683,0.2626746827178827,-0.08633867011536805,0.8447887940149711,0.7206355119091666,-0.932424548843818,-0.7249911725565492,-0.8522162212915365,0.7828813612588121,0.612721071293724,-0.1430585674249684
0.9112601517053002,-1.3387800428405627,0.17356266953417396,0.7895895664334476,0.6116849107478434,-0.932024561336404,-0.6906918978244629,-0.8507760486584942,0.7828813612588121,-1.0760810163004335,-0.14036245099879915
-1.645262339795046,0.13766084885686938,-6.025470583413244,0.7082060898709452,-0.44616727615547835,1.0298308934405034,2.0986883302771164,-0.20095568027459246,-1.2773327473170109,-0.31726524392904626,-0.14462488268207624
0.9834369083691066,-0.3931528624342068,0.3372872899214251,0.616207377235073,-0.717872716577314,1.03743696372009,-0.5022501540601401,-0.08523108166463161,-1.2773327473170109,-0.6201603003861473,-0.14426788539185229
-0.24584115051915817,-0.2200271958007218,-0.3098538586332682,0.5673772912975718,1.3159890054641963,-0.8940743131389556,-0.5302442358503967,-0.08650193466097619,-1.2773327473170109,0.32139204554317696,-0.14102094948076677
0.6586005863178034,-0.09747906942929106,0.20694497832506756,0.5164241581453959,0.8519841480762199,-0.8948311732516556,-0.6904793203047682,-0.08420584442042388,0.7828813612588121,-0.6626722613644324,-0.1425450214390314
-1.973997160384417,-0.35856076099252415,0.25225085048223006,0.46830175461278567,-0.6173987403620391,1.087586925857612,0.24268524351241447,-0.08563299058999703,0.7828813612588121,-0.04787075588099087,-0.14464476188153186
0.8865598896456693,-0.8128337267527356,0.031702535884209765,0.40602570298234936,-1.5781589767943993,1.0985146596674342,-0.370808045810636,-0.08545157429824324,0.7828813612588121,-0.6105722099780662,-0.14418505539412052
-0.32391681744805356,-0.23058567515046607,-0.01897099776162944,0.34799574578126063,1.4597359964404846,-0.935127035373929,-0.5749084182271638,-0.08635959166252911,0.7828813612588121,0.33731321394994374,-0.14109549647872535
0.618605003251827,-0.7595907397818588,-0.09763902792431624,0.28076591731658446,1.234441714333032,-0.9270429737566328,-0.4834831467946631,-0.0822363059438693,0.7828813612588121,-0.6596616441017435,-0.14351827391237973
-2.022217032573546,0.5174195176833688,-2.030333341304675,0.22556668973506097,-0.9198584773636733,1.1510551965531703,1.9276396532814137,0.4539806525348803,0.7828813612588121,0.14805997251707456,-0.14330291591827712
0.2994773943060988,-0.1544725171529316,0.45128911384998777,0.12153737621603614,-0.6467573184539853,1.0611693006838332,-0.6441036527401568,0.6696902815423977,0.7828813612588121,0.7998886894481373,-0.14300886942632932
1.0559437962148976,-0.5485041509742555,0.21037493141313776,0.07270729027853483,-1.414060226283691,1.0633543626532627,-0.3971767786948404,0.6702959343556907,0.7828813612588121,-0.16184642846890962,-0.14443106048738388
-1.3920038288495569,1.027728984712621,-0.13559149744959986,0.019631109911685384,-0.7582005166228113,-0.6464264492642838,-0.600938372510691,0.6660451917188874,0.7828813612588121,1.1955548091683081,-0.14469694478010287
0.5217489944476161,-0.5395447468471847,0.5718531671329365,-0.05184481298233838,1.1694804978236542,-0.9330423537895983,-0.6744129742138693,0.6720617289443177,0.7828813612588121,0.08535995465555771,-0.14467085333081736
-1.3141821165958467,0.0990147573545444,-0.1977923018027337,-0.13039755992527602,-0.7343123990700371,1.1513682351982184,2.0819473116283214,0.6672834800808314,0.7828813612588121,0.23533828032875478,-0.14461162988243917
